time_seconds,i,offset_meters,offset_back_meters,total_dist_meters,link_idx_front,link_idx_back,offset_in_link_meters,speed_meters_per_second,speed_limit_meters_per_second,speed_target_meters_per_second,dt_seconds,length_meters,mass_static_kilograms,mass_rot_kilograms,mass_freight_kilograms,weight_static_newtons,res_rolling_newtons,res_bearing_newtons,res_davis_b_newtons,res_aero_newtons,res_grade_newtons,res_curve_newtons,grade_front,grade_back,elev_front_meters,elev_back_meters,pwr_res_watts,pwr_accel_watts,pwr_whl_out_watts,energy_whl_out_joules,energy_whl_out_pos_joules,energy_whl_out_neg_joules,dist_in_main,milepost
11.0,11,2001.6150399999995,183.2863999999995,201.61504000000005,1,1,1983.2863999999995,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,85176555.18495527,85176555.18495527,0.0,-49798.38496,145.95664125666423
12.0,12,2019.9436799999994,201.61503999999945,219.94368000000006,1,1,2001.6150399999995,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,93612612.3286071,93612612.3286071,0.0,-49780.05632,145.9680301738601
13.0,13,2038.2723199999994,219.9436799999994,238.27232000000006,1,1,2019.9436799999994,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,102048669.47225893,102048669.47225893,0.0,-49761.727679999996,145.97941909105597
14.0,14,2056.6009599999993,238.27231999999935,256.60096000000004,1,1,2038.2723199999994,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,110484726.61591075,110484726.61591075,0.0,-49743.39904,145.99080800825183
15.0,15,2074.9295999999995,256.6009599999993,274.92960000000005,1,1,2056.6009599999993,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,118920783.75956258,118920783.75956258,0.0,-49725.0704,146.00219692544772
16.0,16,2093.2582399999997,274.9295999999995,293.25824000000006,1,1,2074.9295999999995,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,127356840.90321441,127356840.90321441,0.0,-49706.74176,146.01358584264358
17.0,17,2111.58688,293.25823999999966,311.58688000000006,1,1,2093.2582399999997,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,135792898.04686624,135792898.04686624,0.0,-49688.41312,146.02497475983944
18.0,18,2129.91552,311.58687999999984,329.9155200000001,1,1,2111.58688,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,144228955.19051808,144228955.19051808,0.0,-49670.08448,146.0363636770353
19.0,19,2148.24416,329.91552,348.2441600000001,1,1,2129.91552,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,152665012.33416992,152665012.33416992,0.0,-49651.75584,146.04775259423118
20.0,20,2166.5728000000004,348.2441600000002,366.5728000000001,1,1,2148.24416,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,161101069.47782177,161101069.47782177,0.0,-49633.4272,146.05914151142704
21.0,21,2184.9014400000005,366.57280000000037,384.9014400000001,1,1,2166.5728000000004,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,169537126.6214736,169537126.6214736,0.0,-49615.09856,146.07053042862293
22.0,22,2203.2300800000007,384.90144000000055,403.2300800000001,1,1,2184.9014400000005,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,177973183.76512545,177973183.76512545,0.0,-49596.76992,146.0819193458188
23.0,23,2221.558720000001,403.2300800000007,421.5587200000001,1,1,2203.2300800000007,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,186409240.9087773,186409240.9087773,0.0,-49578.44128,146.09330826301465
24.0,24,2239.887360000001,421.5587200000009,439.8873600000001,1,1,2221.558720000001,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,194845298.05242914,194845298.05242914,0.0,-49560.11264,146.10469718021054
25.0,25,2258.2160000000013,439.8873600000011,458.2160000000001,1,1,2239.887360000001,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,203281355.19608098,203281355.19608098,0.0,-49541.784,146.1160860974064
26.0,26,2276.5446400000014,458.21600000000126,476.54464000000013,1,1,2258.2160000000013,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,211717412.33973283,211717412.33973283,0.0,-49523.45536,146.12747501460225
27.0,27,2294.8732800000016,476.54464000000144,494.87328000000014,1,1,2276.5446400000014,18.32864,0.0,0.0,1.0,1800.0,13780000.0,300000.0,10150000.0,135065338.26059207,40519.601478177625,4000.0,247556.3961456618,168190.4020463941,0.0,0.0,0.0,0.0,0.0,0.0,8436057.143651828,0.0,8436057.143651828,220153469.48338467,220153469.48338467,0.0,-49505.12672,146.13886393179814
