ReportDate,Subdivision,LineCode,TrackNumber,beg_mp,end_mp,length_ft,length_m,grade_to_next,speed,curvature_deg,curve_radius_m,road_grade_pct,speed_kph,cumulative_distance_m,elevation_m
2022-12-28,HENDERSON,00H,SG,249.525,249.5251893939394,0.9999999999990904,0.3047999999997227,-0.6,41,-1.3,4407.369230769231,-0.6,65.98294,89.91599999996376,-0.5457443999997817
2022-12-28,HENDERSON,00H,SG,251.6727272727273,251.67291666666668,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,90.22079999996348,-0.54757319999978
2022-12-28,HENDERSON,00H,SG,249.5255681818182,249.5257575757576,0.9999999999990904,0.3047999999997227,-0.6,41,-1.3,4407.369230769231,-0.6,65.98294,90.52559999996319,-0.5494019999997783
2022-12-28,HENDERSON,00H,SG,249.5346590909091,249.53484848484848,0.9999999999990904,0.3047999999997227,-0.6,42,-1.0,5729.58,-0.6,67.59228,90.8303999999629,-0.5512307999997766
2022-12-28,HENDERSON,00H,SG,250.60056818181815,250.60075757575757,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,91.13519999996262,-0.5530595999997749
2022-12-28,HENDERSON,00H,SG,249.78238636363636,249.78257575757576,0.9999999999990904,0.3047999999997227,-0.6,41,-0.1,57295.799999999996,-0.6,65.98294,91.43999999996234,-0.5548883999997732
2022-12-28,HENDERSON,00H,SG,249.54166666666663,249.54185606060605,0.9999999999990904,0.3047999999997227,-0.6,41,-0.6,9549.300000000001,-0.6,65.98294,91.74479999996205,-0.5567171999997715
2022-12-28,HENDERSON,00H,SG,249.8943181818182,249.8945075757576,0.9999999999990904,0.3047999999997227,-0.6,40,-0.1,57295.799999999996,-0.6,64.3736,92.04959999996177,-0.5585459999997698
2022-12-28,HENDERSON,00H,SG,250.5808712121212,250.58106060606065,0.9999999999990904,0.3047999999997227,-0.6,41,-0.1,57295.799999999996,-0.6,65.98294,92.35439999996149,-0.5603747999997681
2022-12-28,HENDERSON,00H,SG,250.5818181818182,250.5820075757576,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,92.6591999999612,-0.5622035999997664
2022-12-28,HENDERSON,00H,SG,250.8840909090909,250.88428030303027,0.9999999999990904,0.3047999999997227,-0.6,41,0.0,1000000.0,-0.6,65.98294,92.96399999996092,-0.5640323999997647
2022-12-28,HENDERSON,00H,SG,249.8731060606061,249.87329545454543,0.9999999999990904,0.3047999999997227,-0.6,40,0.0,1000000.0,-0.6,64.3736,93.26879999996063,-0.565861199999763
2022-12-28,HENDERSON,00H,SG,250.63617424242423,250.63636363636363,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,93.57359999996035,-0.5676899999997613
2022-12-28,HENDERSON,00H,SG,249.75208333333333,249.75227272727273,0.9999999999990904,0.3047999999997227,-0.6,41,0.0,1000000.0,-0.6,65.98294,93.87839999996007,-0.5695187999997596
2022-12-28,HENDERSON,00H,SG,251.59204545454543,251.59223484848485,0.9999999999990904,0.3047999999997227,-0.6,43,0.0,1000000.0,-0.6,69.20162,94.18319999995978,-0.5713475999997579
2022-12-28,HENDERSON,00H,SG,249.52878787878788,249.52897727272727,0.9999999999990904,0.3047999999997227,-0.6,41,-1.3,4407.369230769231,-0.6,65.98294,94.4879999999595,-0.5731763999997562
2022-12-28,HENDERSON,00H,SG,249.57253787878787,249.5727272727273,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,94.79279999995921,-0.5750051999997545
2022-12-28,HENDERSON,00H,SG,250.6278409090909,250.6280303030303,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,95.09759999995893,-0.5768339999997528
2022-12-28,HENDERSON,00H,SG,250.6581439393939,250.65833333333333,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,95.40239999995865,-0.5786627999997511
2022-12-28,HENDERSON,00H,SG,251.67973484848488,251.67992424242425,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,95.70719999995836,-0.5804915999997494
2022-12-28,HENDERSON,00H,SG,250.81458333333333,250.81477272727273,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,96.01199999995808,-0.5823203999997477
2022-12-28,HENDERSON,00H,SG,247.60435606060605,247.60454545454544,0.9999999999990904,0.3047999999997227,-0.6,38,0.0,1000000.0,-0.6,61.15492,96.3167999999578,-0.584149199999746
2022-12-28,HENDERSON,00H,SG,249.5225378787879,249.52272727272728,0.9999999999990904,0.3047999999997227,-0.6,42,-1.4,4092.557142857143,-0.6,67.59228,96.62159999995751,-0.5859779999997443
2022-12-28,HENDERSON,00H,SG,249.77765151515152,249.7778409090909,0.9999999999990904,0.3047999999997227,-0.6,41,0.1,57295.799999999996,-0.6,65.98294,96.92639999995723,-0.5878067999997426
2022-12-28,HENDERSON,00H,SG,249.52310606060607,249.52329545454543,0.9999999999990904,0.3047999999997227,-0.6,42,-1.4,4092.557142857143,-0.6,67.59228,97.23119999995694,-0.5896355999997409
2022-12-28,HENDERSON,00H,SG,251.0933712121212,251.0935606060606,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,97.53599999995666,-0.5914643999997392
2022-12-28,HENDERSON,00H,SG,249.53503787878788,249.53522727272727,0.9999999999990904,0.3047999999997227,-0.6,42,-1.0,5729.58,-0.6,67.59228,97.84079999995637,-0.5932931999997375
2022-12-28,HENDERSON,00H,SG,249.88352272727272,249.8837121212121,0.9999999999990904,0.3047999999997227,-0.6,40,0.0,1000000.0,-0.6,64.3736,98.14559999995609,-0.5951219999997358
2022-12-28,HENDERSON,00H,SG,250.64299242424244,250.64318181818183,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,98.4503999999558,-0.5969507999997341
2022-12-28,HENDERSON,00H,SG,250.8590909090909,250.8592803030303,0.9999999999990904,0.3047999999997227,-0.6,41,0.0,1000000.0,-0.6,65.98294,98.75519999995552,-0.5987795999997324
2022-12-28,HENDERSON,00H,SG,249.53901515151512,249.53920454545457,0.9999999999990904,0.3047999999997227,-0.6,42,-0.8,7161.974999999999,-0.6,67.59228,99.05999999995524,-0.6006083999997307
2022-12-28,HENDERSON,00H,SG,249.55189393939395,249.55208333333337,0.9999999999990904,0.3047999999997227,-0.6,41,-0.3,19098.600000000002,-0.6,65.98294,99.36479999995495,-0.602437199999729
2022-12-28,HENDERSON,00H,SG,249.8662878787879,249.86647727272728,0.9999999999990904,0.3047999999997227,-0.6,41,-0.1,57295.799999999996,-0.6,65.98294,99.66959999995467,-0.6042659999997273
2022-12-28,HENDERSON,00H,SG,250.64318181818183,250.6433712121212,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,99.97439999995439,-0.6060947999997256
2022-12-28,HENDERSON,00H,SG,249.52007575757577,249.52026515151516,0.9999999999990904,0.3047999999997227,-0.6,41,-1.6,3580.9874999999997,-0.6,65.98294,100.2791999999541,-0.6079235999997239
2022-12-28,HENDERSON,00H,SG,249.8660984848485,249.8662878787879,0.9999999999990904,0.3047999999997227,-0.6,40,-0.1,57295.799999999996,-0.6,64.3736,100.58399999995382,-0.6097523999997222
2022-12-28,HENDERSON,00H,SG,249.5304924242424,249.53068181818185,0.9999999999990904,0.3047999999997227,-0.6,42,-1.2,4774.650000000001,-0.6,67.59228,100.88879999995353,-0.6115811999997205
2022-12-28,HENDERSON,00H,SG,249.82348484848484,249.82367424242423,0.9999999999990904,0.3047999999997227,-0.6,41,0.1,57295.799999999996,-0.6,65.98294,101.19359999995325,-0.6134099999997188
2022-12-28,HENDERSON,00H,SG,249.5774621212121,249.5776515151515,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,101.49839999995297,-0.6152387999997171
2022-12-28,HENDERSON,00H,SG,249.5880681818182,249.5882575757576,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,101.80319999995268,-0.6170675999997154
2022-12-28,HENDERSON,00H,SG,250.62443181818185,250.6246212121212,0.9999999999990904,0.3047999999997227,-0.6,42,0.0,1000000.0,-0.6,67.59228,102.1079999999524,-0.6188963999997137
2022-12-28,HENDERSON,00H,SG,249.78257575757576,249.78276515151515,0.9999999999990904,0.3047999999997227,-0.6,41,0.0,1000000.0,-0.6,65.98294,102.41279999995211,-0.620725199999712
2022-12-28,HENDERSON,00H,SG,249.52026515151516,249.52045454545456,0.9999999999990904,0.3047999999997227,-0.6,41,-1.5,3819.72,-0.6,65.98294,102.71759999995183,-0.6225539999997103
2022-12-28,HENDERSON,00H,SG,249.5460227272727,249.5462121212121,0.9999999999990904,0.3047999999997227,-0.6,42,-0.4,14323.949999999999,-0.6,67.59228,103.02239999995155,-0.6243827999997086
2022-12-28,HENDERSON,00H,SG,251.0935606060606,251.09375,0.9999999999990904,0.3047999999997227,-0.6,42,-0.1,57295.799999999996,-0.6,67.59228,103.32719999995126,-0.6262115999997069
