milepost,peak_loco_kN,peak_air_kN,total_peak_kN
181.92500000000115,695.8696800519423,87.13714522142462,783.0068252733669
181.97500000000116,695.8696800519423,120.16330779364212,816.0329878455844
182.02500000000117,695.8696800519423,161.91916983376717,857.7888498857094
182.07500000000118,695.8696800519423,200.60812481868044,896.4778048706228
182.1250000000012,695.8696800519423,225.91918931575785,921.7888693677002
182.1750000000012,695.8696800519423,237.29726098466497,933.1669410366072
182.22500000000122,695.8696800519423,240.73482032326308,936.6045003752054
182.27500000000123,695.8696800519423,241.4215829959386,937.2912630478809
182.32500000000124,695.8696800519423,241.51111889054167,937.3807989424839
182.37500000000125,695.8696800519423,241.5184352640604,937.3881153160027
182.42500000000126,695.8707369016298,241.51843526406043,937.3891721656903
182.47500000000127,695.8831249644719,241.51843526406043,937.4015602285324
182.52500000000128,695.9756318365859,241.51843526406046,937.4940671006464
182.5750000000013,696.4211729226812,241.51843526406054,937.9396081867417
182.6250000000013,697.811808766948,241.51843526406063,939.3302440310086
182.67500000000132,700.6502255765005,241.51843526406068,942.1686608405612
182.72500000000133,704.5175900463886,241.5184352640607,946.0360253104493
182.77500000000134,708.2281166892184,241.5184352640607,949.7465519532791
182.82500000000135,711.1029856577474,241.5184352640607,952.6214209218081
182.87500000000136,713.3697355855212,241.5184352640607,954.8881708495819
182.92500000000138,715.3356558942492,241.5184352640607,956.8540911583099
182.9750000000014,716.8658174392507,241.5184352640607,958.3842527033114
183.0250000000014,717.7151747807217,241.5184352640607,959.2336100447824
183.0750000000014,718.0479070266234,241.5184352640607,959.5663422906841
183.12500000000142,718.4483595863692,241.5184352640607,959.9667948504299
183.17500000000143,719.392281663755,241.5184352640607,960.9107169278158
183.22500000000144,720.7727720724891,241.5184352640607,962.2912073365499
183.27500000000146,722.0206791580107,241.5184352640607,963.5391144220714
183.32500000000147,722.6607668264284,241.5184352640607,964.1792020904891
183.37500000000148,722.6575254271866,241.5184352640607,964.1759606912473
183.4250000000015,722.2649081183305,241.5184352640607,963.7833433823912
183.4750000000015,721.7377859059775,241.5184352640607,963.2562211700382
183.5250000000015,721.2743088843631,241.5184352640607,962.7927441484238
183.57500000000152,721.1499445036648,241.5184352640607,962.6683797677255
183.62500000000153,721.7810759989986,241.5184352640607,963.2995112630593
183.67500000000155,723.5226990573403,241.51878518300137,965.0414842403417
183.72500000000156,726.3545711972072,241.5231446681949,967.877715865402
183.77500000000157,729.8091208211654,241.55712064989916,971.3662414710645
183.82500000000158,733.1732932243299,241.73119944172396,974.9044926660538
183.8750000000016,735.7763051814734,242.33115713662323,978.1074623180966
183.9250000000016,737.3074665243139,243.7660410421378,981.0735075664517
183.97500000000161,737.9565706409317,246.26509855248545,984.2216691934171
184.02500000000163,738.1465184215444,249.657045226452,987.8035636479965
184.07500000000164,738.1837885368208,253.54793001538204,991.7317185522028
184.12500000000165,738.1885890029464,257.615224752788,995.8038137557344
184.17500000000166,738.1889763779528,261.66006422588754,999.8490406038404
184.22500000000167,738.1889763779528,265.45918231020414,1003.648158688157
184.27500000000168,738.1889763779528,268.6562189678942,1006.8451953458471
184.3250000000017,738.1889763779528,270.8922242834445,1009.0812006613974
