milepost,loco_shear_kNs,car_shear_kNs,total_shear_kNs,total_vert_GNs
190.27500000000305,4756.587347866821,3674.0145183688555,8430.601866235676,1.6352471241106736
190.32500000000306,6408.188229765507,3526.701429141563,9934.88965890707,1.6332093195652193
190.37500000000307,8846.556181439977,3532.623531013327,12379.179712453304,1.6332093195652193
190.42500000000308,7797.614804897816,3459.543093774546,11257.157898672362,1.6235197150197647
190.4750000000031,4676.627103701511,3416.932074356637,8093.559178058148,1.612047249604745
190.5250000000031,4870.801931047462,3338.157344074148,8208.95927512161,1.6021079359683814
190.57500000000312,5875.945333862361,3251.667453076944,9127.612786939306,1.5947110796442705
190.62500000000313,6790.032489212783,3152.377570439512,9942.410059652295,1.5929282187747051
190.67500000000314,7141.266016843293,3014.71025334144,10155.976270184732,1.5832386142292507
190.72500000000315,7495.399756546109,2813.495211565042,10308.894968111152,1.5699832879446656
190.77500000000316,6141.943128557269,2623.0770494244653,8765.020177981734,1.5582558788537566
190.82500000000317,5669.398571704439,2536.095562186827,8205.494133891265,1.550604078853757
190.87500000000318,7501.985600691899,2438.721628070076,9940.707228761974,1.5447456088932823
190.9250000000032,7319.237793700449,2313.7570107040815,9632.99480440453,1.5256213434782624
190.9750000000032,6809.455245915538,2110.9114022863996,8920.366648201938,1.5141488780632428
191.02500000000322,6259.576482218955,1833.0882742692208,8092.664756488176,1.5085401171936774
191.07500000000323,7617.390197737894,1554.508833125179,9171.899030863073,1.4912039472332028
191.12500000000324,7612.4258600503,1398.5144758862211,9010.94033593652,1.4797314818181833
191.17500000000325,8500.309870061024,1298.4443217357825,9798.754191796806,1.4682590164031633
191.22500000000326,7921.872299521781,1164.546512127763,9086.418811649544,1.4570414946640329
191.27500000000327,9178.413956250031,1023.9290112019278,10202.34296745196,1.4399602683794477
191.32500000000329,8327.162743362058,912.7739923317363,9239.936735693795,1.4152272420948628
191.3750000000033,6448.650427386451,825.6736978451024,7274.324125231554,1.405542872134389
191.4250000000033,7024.004751922774,726.3865346316477,7750.391286554422,1.386418606719369
191.47500000000332,9094.278148747513,545.7522054940904,9640.030354241604,1.3767342367588944
191.52500000000333,8354.663657964169,440.7557724356411,8795.41943039981,1.363473675889329
191.57500000000334,8247.801993711773,357.2512352591518,8605.053228970924,1.3560820541501986
191.62500000000335,7114.825907395421,251.52957526493822,7366.3554826603595,1.335429871541503
191.67500000000337,6034.212602164127,188.41590759106566,6222.628509755193,1.3219196015810286
191.72500000000338,4220.407192256736,139.42004519476382,4359.8272374515,1.3063662924901196
191.7750000000034,6191.785827077421,170.54386914614318,6362.3296962235645,1.300502587944665
191.8250000000034,6829.400389325903,258.7576824414348,7088.158071767338,1.284949278853756
191.8750000000034,5028.266312703264,323.93426994848176,5352.200582651745,1.275004730632412
191.92500000000342,4333.926956248092,344.8597985636101,4678.786754811702,1.2558856998023724
191.97500000000343,4850.308096492895,430.6425616462877,5280.950658139182,1.2543577826086965
192.02500000000344,5369.191297747013,557.5443009256352,5926.735598672648,1.2408422780632418
192.07500000000346,5936.235809601006,650.2974206948256,6586.533230295831,1.2352335171936768
192.12500000000347,6084.70707887177,755.8652295834835,6840.572308455254,1.227586951778657
192.17500000000348,6115.765619169211,885.1604288223124,7000.926047991524,1.2201900954545462
192.2250000000035,5106.806959201382,1046.9159319491782,6153.72289115056,1.2125435300395262
192.2750000000035,4940.546453657396,1194.7621771190861,6135.3086307764825,1.2028539254940716
192.3250000000035,4123.028977517141,1361.8727440209461,5484.901721538087,1.196990220948617
192.37500000000352,5637.323859553674,1620.5918564829626,7257.915716036637,1.196990220948617
192.42500000000354,5762.007211510097,1819.310139886421,7581.317351396518,1.1967352772727278
192.47500000000355,4244.338663861425,2003.9920541047127,6248.330717966137,1.1911265164031626
192.52500000000356,4184.965243288962,2242.882714734244,6427.847958023205,1.1967352772727278
192.57500000000357,5219.560750370593,2431.5952558679646,7651.156006238558,1.1908715727272734
