time_seconds,dt_seconds,total_dist_meters,speed_meters_per_second,speed_limit_meters_per_second,res_grade_newtons,res_curve_newtons,res_rolling_newtons,res_bearing_newtons,res_aero_newtons,res_davis_b_newtons,pwr_whl_out_watts,mass_static_kilograms,mass_freight_kilograms,mp,speed_mps,accel_ms2,mass_kg,F_resistance_N,F_net_required_N,F_dynamic_braking_N,F_needed_N,F_braking_total_N,F_air_braking_N
2606.0,1.0,50130.85482053381,2.311003367651613,0.0,301238.7647800513,3821.8374666968393,3874296.5457015103,400000.0,269976.14296503074,2998913.475191252,3188586.2131468076,14615000.0,1015000000.0,252.9186903820611,2.311003367651613,-0.0111576542132652,14615000.0,7848246.766104542,7685177.64977767,0.0,-7685177.64977767,0.0,0.0
2607.0,1.0,50133.16091494014,2.3011854450208027,0.0,302152.2269518937,3821.8374666968393,3874296.5457015103,400000.0,267387.98169402307,2984504.1214657235,3188586.2131468076,14615000.0,1015000000.0,252.91725743786884,2.3011854450208027,-0.009817922630810383,14615000.0,7832162.713279847,7688673.774030553,0.0,-7688673.774030553,0.0,0.0
2608.0,1.0,50135.457790043445,2.29256476158459,0.0,303061.5536356832,3821.8374666968393,3874296.5457015103,400000.0,265120.8987490231,2971824.9402208854,3188586.2131468076,14615000.0,1015000000.0,252.91583022230017,2.29256476158459,-0.008620683436212584,14615000.0,7818125.775773799,7692134.487353552,0.0,-7692134.487353552,0.0,0.0
2609.0,1.0,50137.7465588278,2.2849728071236015,0.0,303967.24501372507,3821.8374666968393,3874296.5457015103,400000.0,263138.23164995376,2960691.912201384,3188586.2131468076,14615000.0,1015000000.0,252.9144080437771,2.2849728071236015,-0.0075919544609885925,14615000.0,7805915.7720332695,7694959.357585921,0.0,-7694959.357585921,0.0,0.0
2610.0,1.0,50140.028194567254,2.2782986717855964,0.0,304869.7399518866,3821.8374666968393,3874296.5457015103,400000.0,261398.3238376666,2950887.4178869403,3188586.2131468076,14615000.0,1015000000.0,252.9129902975336,2.2782986717855964,-0.006674135338005094,14615000.0,7795273.8648447,7697731.376879755,0.0,-7697731.376879755,0.0,0.0
2611.0,1.0,50142.30358274151,2.272477676726479,0.0,305769.4222263315,3821.8374666968393,3874296.5457015103,400000.0,259873.52679108983,2942268.224725081,3188586.2131468076,14615000.0,1015000000.0,252.91157643335683,2.272477676726479,-0.005820995059117262,14615000.0,7786029.55691071,7700955.714121711,0.0,-7700955.714121711,0.0,0.0
2612.0,1.0,50144.57350774021,2.2673723206914422,0.0,306666.6409946292,3821.8374666968393,3874296.5457015103,400000.0,258547.28273853147,2934750.8043750534,3188586.2131468076,14615000.0,1015000000.0,252.9101659638484,2.2673723206914422,-0.005105356035036923,14615000.0,7778083.111276421,7703468.332824356,0.0,-7703468.332824356,0.0,0.0
2613.0,1.0,50146.83864500725,2.262902213385544,0.0,307561.7055530686,3821.8374666968393,3874296.5457015103,400000.0,257386.88128545668,2928157.583291347,3188586.2131468076,14615000.0,1015000000.0,252.9087584693059,2.262902213385544,-0.004470107305898363,14615000.0,7771224.553298079,7705893.935022375,0.0,-7705893.935022375,0.0,0.0
2614.0,1.0,50149.09959836197,2.259004496053675,0.0,308454.8822390302,3821.8374666968393,3874296.5457015103,400000.0,256373.00912985756,2922384.742859961,3188586.2131468076,14615000.0,1015000000.0,252.90735357453244,2.259004496053675,-0.003897717331868833,14615000.0,7765331.017397055,7708365.878591793,0.0,-7708365.878591793,0.0,0.0
2615.0,1.0,50151.356909496615,2.255617773238627,0.0,309346.4091472983,3821.8374666968393,3874296.5457015103,400000.0,255490.59457087817,2917351.1052616346,3188586.2131468076,14615000.0,1015000000.0,252.90595094293522,2.255617773238627,-0.0033867228150481488,14615000.0,7760306.4921480175,7710809.538206088,0.0,-7710809.538206088,0.0,0.0
2616.0,1.0,50153.61105154619,2.2526663259162074,0.0,310236.4998750279,3821.8374666968393,3874296.5457015103,400000.0,254725.10055618497,2912977.3824271047,3188586.2131468076,14615000.0,1015000000.0,252.90455028052108,2.2526663259162074,-0.002951447322419476,14615000.0,7756057.366026524,7712921.963409364,0.0,-7712921.963409364,0.0,0.0
2617.0,1.0,50155.86243420776,2.250098997227701,0.0,311125.34098626045,3821.8374666968393,3874296.5457015103,400000.0,254058.92753745773,2909165.7883717483,3188586.2131468076,14615000.0,1015000000.0,252.90315133271542,2.250098997227701,-0.0025673286885066204,14615000.0,7752468.440063674,7714946.931281149,0.0,-7714946.931281149,0.0,0.0
2618.0,1.0,50158.11142230095,2.2478771891454485,0.0,312013.0940305259,3821.8374666968393,3874296.5457015103,400000.0,253480.1635327043,2905850.2574818945,3188586.2131468076,14615000.0,1015000000.0,252.90175387282926,2.2478771891454485,-0.0022218080822522523,14615000.0,7749461.898213332,7716990.173091215,0.0,-7716990.173091215,0.0,0.0
2619.0,1.0,50160.358340014405,2.245958237764074,0.0,312899.9028615289,3821.8374666968393,3874296.5457015103,400000.0,252979.8244586514,2902980.943022467,3188586.2131468076,14615000.0,1015000000.0,252.90035769942062,2.245958237764074,-0.001918951381374434,14615000.0,7746979.053510855,7718933.5790720675,0.0,-7718933.5790720675,0.0,0.0
2620.0,1.0,50162.60346788229,2.244297498003896,0.0,313785.8953115837,3821.8374666968393,3874296.5457015103,400000.0,252548.0848816952,2900502.747453058,3188586.2131468076,14615000.0,1015000000.0,252.89896263817323,2.244297498003896,-0.0016607397601782203,14615000.0,7744955.110814544,7720683.39921954,0.0,-7720683.39921954,0.0,0.0
2621.0,1.0,50164.84704816615,2.2428630697170315,0.0,314671.1819994059,3821.8374666968393,3874296.5457015103,400000.0,252174.73726264248,2898358.0146810017,3188586.2131468076,14615000.0,1015000000.0,252.89756853855235,2.2428630697170315,-0.0014344282868643532,14615000.0,7743322.317111257,7722358.147698735,0.0,-7722358.147698735,0.0,0.0
2622.0,1.0,50167.08929494097,2.2416304799223568,0.0,315555.8584522583,3821.8374666968393,3874296.5457015103,400000.0,251852.4885598049,2896505.5478287167,3188586.2131468076,14615000.0,1015000000.0,252.89617526753764,2.2416304799223568,-0.0012325897946747766,14615000.0,7742032.278008986,7724017.978159814,0.0,-7724017.978159814,0.0,0.0
2623.0,1.0,50169.330397124635,2.2405738874145276,0.0,316440.00908303226,3821.8374666968393,3874296.5457015103,400000.0,251575.7480748067,2894913.741700792,3188586.2131468076,14615000.0,1015000000.0,252.89478270774066,2.2405738874145276,-0.0010565925078291905,14615000.0,7741047.882026838,7725605.7825249145,0.0,-7725605.7825249145,0.0,0.0
2624.0,1.0,50171.57051713647,2.2396661362534664,0.0,317323.70838480885,3821.8374666968393,3874296.5457015103,400000.0,251338.64351412372,2893549.2241330263,3188586.2131468076,14615000.0,1015000000.0,252.8933907582385,2.2396661362534664,-0.0009077511610611211,14615000.0,7740329.959200166,7727063.175981258,0.0,-7727063.175981258,0.0,0.0
2625.0,1.0,50173.809794138295,2.2388878673948716,0.0,318207.02040189574,3821.8374666968393,3874296.5457015103,400000.0,251135.0289584501,2892376.925070474,3188586.2131468076,14615000.0,1015000000.0,252.89199933255975,2.2388878673948716,-0.0007782688585948883,14615000.0,7739837.3575990265,7728462.958230662,0.0,-7728462.958230662,0.0,0.0
2626.0,1.0,50176.04834990016,2.2382236563433526,0.0,319090.00000783283,3821.8374666968393,3874296.5457015103,400000.0,250960.52382993972,2891371.843620314,3188586.2131468076,14615000.0,1015000000.0,252.89060835503986,2.2382236563433526,-0.0006642110515189259,14615000.0,7739540.750626294,7729833.306108345,0.0,-7729833.306108345,0.0,0.0
2627.0,1.0,50178.286291286015,2.23765911535978,0.0,319972.6952183275,3821.8374666968393,3874296.5457015103,400000.0,250811.6409584301,2890514.060092808,3188586.2131468076,14615000.0,1015000000.0,252.88921775927648,2.23765911535978,-0.0005645409835728366,14615000.0,7739416.779437773,7731166.012962856,0.0,-7731166.012962856,0.0,0.0
2628.0,1.0,50180.52370971771,2.2371777480291546,0.0,320855.14817139076,3821.8374666968393,3874296.5457015103,400000.0,250685.13385694887,2889784.9936986207,3188586.2131468076,14615000.0,1015000000.0,252.88782748846253,2.2371777480291546,-0.0004813673306252042,14615000.0,7739443.658895167,7732408.475358079,0.0,-7732408.475358079,0.0,0.0
