dist_bin,dist_nb_nb,res_grade_newtons_nb,res_curve_newtons_nb,res_total_nb,te_newtons_nb,dist_nb_sb,res_grade_newtons_sb,res_curve_newtons_sb,res_total_sb,te_newtons_sb
50770.0,50779.19528280968,-81744.91444799279,4.995951834837062,72025.94723327771,339787.8588476967,50770.825062535165,81744.91444799847,12.257541396873016,240602.84175275103,330133.79581208597
50880.0,50889.39064280968,-81744.91444799284,7.791978688744983,72028.74326013158,159428.00793710139,50882.8085825352,81744.91444798843,6.9454075803577275,235517.72558500443,322916.9902619743
50900.0,50907.71928280968,-81744.91444799288,7.791978688744983,72028.74326013154,159428.00793710136,50901.13722253521,81744.91444798805,6.166166954748218,235516.94634437846,322916.21102134825
51010.0,51019.47928280968,-81744.91444799311,17.00221651321674,77117.75753187579,-360092.1835990013,51012.34557338065,81744.91444799697,6.160156177569458,235516.94033361023,339644.34246480995
51030.0,51038.031442809675,-81744.9144479932,18.121555350002488,72039.07283679247,339644.34246480995,51030.897733380654,81744.91444799716,5.839099711139986,240596.423311064,-360092.1835990013
51140.0,51148.67384280967,-81744.91444799303,12.506321670286322,72033.45760311293,159432.72228008273,51141.763653380694,81744.91444799548,8.606587659271328,235519.38676509043,322918.65144206025
51160.0,51167.00248280967,-81744.91444799307,12.506321670286322,72033.45760311288,159432.7222800827,51160.0922933807,81744.91444799586,9.893904760472624,235520.674082192,322919.93875916186
51250.0,51259.31624280967,-81744.91444799256,4.169858545923245,77104.92517390905,166635.87923324396,51252.406053380735,81744.91444799364,19.046829648296235,240609.63104099763,330140.58510033257
51270.0,51278.09192280967,-81744.91444799252,1.9163759080020395,77102.67169127117,166633.62575060612,51271.18173338074,81744.91444799326,17.80104770114212,240608.3852590501,330139.33931838506
51380.0,51389.181362809664,-81744.91444799176,0.0,72020.95128144391,159420.21595841373,51382.62888756927,81744.91444799307,12.506321670447033,235523.28649909917,322922.551176069
51400.0,51407.510002809664,-81744.91444799186,0.0,72020.9512814438,159420.2159584136,51400.95752756928,81744.91444799364,12.506321670447033,235523.28649909975,322922.55117606954
51490.0,51499.15320280966,-81744.9144479915,0.0,72020.95128144417,159420.215958414,51492.60072756931,81744.91444799493,2.92374821258225,235513.70392564317,322912.968602613
51510.0,51517.48184280966,-81744.91444799157,0.0,72020.9512814441,159420.21595841387,51510.92936756932,81744.91444799586,0.7239199231727187,235511.50409735471,322910.76877432456
51640.0,51649.80568280965,-81744.91444799167,0.0,82302.964265764,173965.60770746405,51643.25320756936,81744.91444799455,0.0,245792.79316175025,331751.82421080966
51660.0,51669.02840280965,-81744.91444799157,0.0,82302.96426576411,173965.60770746414,51662.475927569365,81744.91444799419,0.0,245792.79316174987,331751.82421080966
51680.0,51688.25112280965,-81744.91444799176,0.0,82302.96426576392,173965.60770746396,51681.69864756937,81744.91444799364,0.0,245792.79316174932,331751.82421080966
51700.0,51707.473842809646,-81744.91444799195,0.0,82302.96426576373,173965.6077074638,51700.921367569375,81744.91444799307,0.0,245792.79316174873,331751.8242108089
51720.0,51726.69656280965,-81744.91444799186,0.0,82302.96426576382,173965.60770746385,51720.14408756938,81744.91444799345,0.0,245792.79316174914,331751.8242122251
51850.0,51859.243922809634,-81744.91444799205,0.0,77100.75531536364,166631.70937469858,51852.69144756942,81744.91444799252,0.0,240590.5842113482,330121.53827068314
51870.0,51878.01960280963,-81744.91444799205,0.0,77100.75531536364,166631.70937469858,51871.46712756943,81744.91444799252,0.0,240590.5842113482,330121.53827068314
51890.0,51896.79528280963,-81744.91444799214,0.0,77100.75531536355,166631.7093746985,51890.24280756943,81744.91444799233,0.0,240590.58421134803,330121.53827068297
52000.0,52008.555282809626,-81744.91444799176,0.0,77100.75531536393,-388520.513883133,52002.89688756947,81744.91444799269,0.0,221005.79757454834,339686.12129315943
52020.0,52025.54280280963,-81744.91444799186,0.0,57515.968678563804,138520.1652084383,52020.77848756946,81744.91444799288,0.0,221005.79757454855,302009.99410442304
52050.0,52059.51784280963,-81744.91444799167,0.0,57515.96867856399,138520.16520843847,52054.75352756945,81744.91444799326,0.0,221005.79757454892,302009.9941044234
52070.0,52076.50536280963,-81744.91444799176,0.0,57515.968678563906,138520.16520843838,52071.74104756945,81744.91444799307,0.0,221005.79757454875,302009.9941044232
52120.0,52127.46792280964,-81744.91444799186,0.0,57515.968678563804,138520.1652084383,52122.703607569434,81744.91444799345,0.0,221005.7975745491,302009.99410442356
52170.0,52178.43048280965,-81744.91444799167,0.0,57515.96867856399,138520.16520843847,52173.66616756943,81744.91444799381,0.0,221005.79757454948,302009.99410442397
52190.0,52195.41800280965,-81744.91444799176,0.0,57515.968678563906,138520.16520843838,52190.65368756943,81744.91444799419,0.0,221005.79757454986,302009.9941044243
