time_seconds,dt_seconds,total_dist_meters,speed_meters_per_second,speed_limit_meters_per_second,res_grade_newtons,res_curve_newtons,res_rolling_newtons,res_bearing_newtons,res_aero_newtons,res_davis_b_newtons,pwr_whl_out_watts,mass_static_kilograms,mass_freight_kilograms
10.0,1.0,45.1931809060786,4.536515996619784,0.0,0.0,0.0,1006084.5210898916,100000.0,257032.81747596,1519732.4381682882,6377172.426293615,7780000.0,253750000.0
11.0,1.0,49.732398817943725,4.541919827110459,0.0,0.0,0.0,1006084.5210898916,100000.0,257588.00072314858,1521372.841291947,6377172.426293615,7780000.0,253750000.0
12.0,1.0,54.2772761291392,4.547834795280498,0.0,0.0,0.0,1006084.5210898916,100000.0,258202.03622331916,1523185.0780290342,6377172.426293615,7780000.0,253750000.0
13.0,1.0,58.828324135104104,4.554261216649304,0.0,0.0,0.0,1006084.5210898916,100000.0,258874.9901113328,1525168.730668573,6377172.426293615,7780000.0,253750000.0
14.0,1.0,63.38605594172057,4.561202396583625,0.0,0.0,0.0,1006084.5210898916,100000.0,259607.12540878478,1527323.9050236251,6377172.426293615,7780000.0,253750000.0
15.0,1.0,67.9509839728325,4.5686536656402525,0.0,0.0,0.0,1006084.5210898916,100000.0,260399.06635753936,1529651.7095869652,6377172.426293615,7780000.0,253750000.0
16.0,1.0,72.52362286009782,4.576624108890387,0.0,0.0,0.0,1006084.5210898916,100000.0,261250.5472590553,1532150.5784070815,6377172.426293615,7780000.0,253750000.0
17.0,1.0,77.10448755302706,4.585105276968089,0.0,0.0,0.0,1006084.5210898916,100000.0,262162.894388807,1534823.5582671436,6377172.426293615,7780000.0,253750000.0
18.0,1.0,81.69409309224952,4.594105801476826,0.0,0.0,0.0,1006084.5210898916,100000.0,263135.44870322244,1537667.815575056,6377172.426293615,7780000.0,253750000.0
19.0,1.0,86.292956801865,4.603621617754134,0.0,0.0,0.0,1006084.5210898916,100000.0,264169.5281604312,1540686.245038366,6377172.426293615,7780000.0,253750000.0
20.0,1.0,90.90159451224982,4.613653803015497,0.0,0.0,0.0,1006084.5210898916,100000.0,265265.0153879061,1543877.4835257442,6377172.426293615,7780000.0,253750000.0
21.0,1.0,95.52052542431272,4.624208021110323,0.0,0.0,0.0,1006084.5210898916,100000.0,266422.4030367362,1547241.8922937987,6377172.426293615,7780000.0,253750000.0
22.0,1.0,100.15026863774173,4.635278405747709,0.0,0.0,0.0,1006084.5210898916,100000.0,267642.73577209574,1550781.3707796026,6377172.426293615,7780000.0,253750000.0
23.0,1.0,104.79134350289657,4.646871324561971,0.0,0.0,0.0,1006084.5210898916,100000.0,268925.74666934944,1554493.9516549977,6377172.426293615,7780000.0,253750000.0
24.0,1.0,109.44427232570803,4.658986321060947,0.0,0.0,0.0,1006084.5210898916,100000.0,270272.60556590126,1558381.7703794248,6377172.426293615,7780000.0,253750000.0
25.0,1.0,114.10957604494436,4.671621117411723,0.0,0.0,0.0,1006084.5210898916,100000.0,271683.714146724,1562444.673862984,6377172.426293615,7780000.0,253750000.0
26.0,1.0,118.78777768870106,4.684782170101664,0.0,0.0,0.0,1006084.5210898916,100000.0,273159.28102911485,1566681.898208197,6377172.426293615,7780000.0,253750000.0
27.0,1.0,123.47940275918242,4.698467970861072,0.0,0.0,0.0,1006084.5210898916,100000.0,274700.5566029736,1571095.608672396,6377172.426293615,7780000.0,253750000.0
28.0,1.0,128.18497538270776,4.7126772761895985,0.0,0.0,0.0,1006084.5210898916,100000.0,276307.8836110207,1575685.2994399832,6377172.426293615,7780000.0,253750000.0
29.0,1.0,132.9050208791153,4.727413716625488,0.0,0.0,0.0,1006084.5210898916,100000.0,277981.65468328557,1580450.5534888066,6377172.426293615,7780000.0,253750000.0
30.0,1.0,137.64006789525584,4.742680315655589,0.0,0.0,0.0,1006084.5210898916,100000.0,279722.8580916017,1585392.5883616437,6377172.426293615,7780000.0,253750000.0
31.0,1.0,142.39064507232123,4.758474038475176,0.0,0.0,0.0,1006084.5210898916,100000.0,281532.43616631406,1590512.4180196007,6377172.426293615,7780000.0,253750000.0
32.0,1.0,147.15728018521494,4.7747961873122415,0.0,0.0,0.0,1006084.5210898916,100000.0,283410.6352337148,1595809.0247059907,6377172.426293615,7780000.0,253750000.0
33.0,1.0,151.94050300192873,4.791649446115314,0.0,0.0,0.0,1006084.5210898916,100000.0,285358.236159631,1601282.8451379566,6377172.426293615,7780000.0,253750000.0
34.0,1.0,156.74084613537545,4.80903682077811,0.0,0.0,0.0,1006084.5210898916,100000.0,287376.2086095279,1606934.779408521,6377172.426293615,7780000.0,253750000.0
35.0,1.0,161.5588424786395,4.826955865749993,0.0,0.0,0.0,1006084.5210898916,100000.0,289465.5866476686,1612765.835578731,6377172.426293615,7780000.0,253750000.0
