time_seconds,dt_seconds,i,total_dist_meters,offset_meters,offset_back_meters,link_idx_front,link_idx_back,offset_in_link_meters,speed_meters_per_second,speed_limit_meters_per_second,speed_target_meters_per_second,res_grade_newtons,res_curve_newtons,res_rolling_newtons,res_bearing_newtons,res_aero_newtons,res_davis_b_newtons,pwr_whl_out_watts,pwr_res_watts,pwr_accel_watts,energy_whl_out_joules,energy_whl_out_pos_joules,energy_whl_out_neg_joules,mass_static_kilograms,mass_freight_kilograms,mass_rot_kilograms,weight_static_newtons,grade_front,grade_back,elev_front_meters,elev_back_meters,length_meters
39.0,1.0,39,50.357882874656696,310.3578828746565,48.11665510863969,2,2,308.1166551086397,2.266227766016838,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1504.1975627020956,10567.978699268206,319277.93321255094,141100.32581421308,178177.6073983379,6967501.395700582,6967501.395700582,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
40.0,1.0,40,52.649110640673534,312.64911064067337,50.357882874656525,2,2,310.3578828746565,2.3162277660168384,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1572.835163036361,10806.401366408183,327104.31370772887,144951.70630938894,182152.60739833993,7294605.709408311,7294605.709408311,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
41.0,1.0,41,54.99033840669037,314.9903384066902,52.64911064067337,2,2,312.64911064067337,2.3662277660168383,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1643.0040133706273,11044.824033548164,334964.9852346667,148837.37783632893,186127.60739833774,7629570.694642978,7629570.694642978,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
42.0,1.0,42,57.38156617270721,317.38156617270704,54.99033840669023,2,2,314.9903384066902,2.4162277660168385,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1714.7041137048927,11283.246700688142,342860.1774808728,152757.57008253303,190102.60739833975,7972430.8721238505,7972430.8721238505,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
43.0,1.0,43,59.82279393872405,319.82279393872386,57.38156617270704,2,2,317.38156617270704,2.4662277660168384,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1787.9354640391587,11521.66936782812,350790.12013383955,156712.5127355013,194077.60739833827,8323220.99225769,8323220.99225769,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
44.0,1.0,44,62.31402170474089,322.3140217047407,59.82279393872386,2,2,319.82279393872386,2.5162277660168386,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1862.6980643734241,11760.092034968098,358755.0428810733,160702.4354827337,198052.6073983396,8681976.035138763,8681976.035138763,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
45.0,1.0,45,64.85524947075773,324.85524947075754,62.314021704740696,2,2,322.3140217047407,2.566227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1938.9919147076903,11998.514702108077,366755.17541006976,164727.5680117302,202027.60739833952,9048731.210548833,9048731.210548833,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
46.0,1.0,46,67.44647723677457,327.4464772367744,64.85524947075754,2,2,324.85524947075754,2.6162277660168387,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2016.8170150419562,12236.937369248057,374790.7474083289,168788.14000999092,206002.607398338,9423521.957957162,9423521.957957162,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
47.0,1.0,47,70.08770500279141,330.0877050027912,67.4464772367744,2,2,327.4464772367744,2.6662277660168385,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2096.1733653762217,12475.360036388034,382861.98856335366,172884.38116501571,209977.60739833792,9806383.946520515,9806383.946520515,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
48.0,1.0,48,72.77893276880825,332.77893276880803,70.08770500279121,2,2,330.0877050027912,2.716227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2177.060965710487,12713.782703528012,390969.1285626446,177016.52116430466,213952.60739833995,10197353.075083159,10197353.075083159,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
49.0,1.0,49,75.52016053482508,335.52016053482487,72.77893276880803,2,2,332.77893276880803,2.766227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2259.479816044753,12952.20537066799,399112.39709369757,181184.78969535773,217927.60739833987,10596465.472176857,10596465.472176857,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
50.0,1.0,50,78.31138830084193,338.3113883008417,75.52016053482487,2,2,335.52016053482487,2.8162277660168393,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2343.4299163790192,13190.62803780797,407292.02384401474,185389.416445675,221902.60739833978,11003757.496020872,11003757.496020872,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
51.0,1.0,51,81.15261606685877,341.15261606685857,78.31138830084171,2,2,338.3113883008417,2.866227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2428.911266713286,13429.050704947951,415508.23850109393,189630.63110275636,225877.6073983376,11419265.734521966,11419265.734521966,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
52.0,1.0,52,84.04384383287561,344.0438438328754,81.15261606685857,2,2,341.15261606685857,2.9162277660168394,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2515.923867047551,13667.473372087929,423761.2707524415,193908.66335410185,229852.60739833963,11843027.005274408,11843027.005274408,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
53.0,1.0,53,86.98507159889245,346.9850715988922,84.04384383287538,2,2,344.0438438328754,2.9662277660168392,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2604.4677173818172,13905.896039227908,432051.35028555035,198223.74288721153,233827.60739833882,12275078.355559958,12275078.355559958,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
54.0,1.0,54,89.97629936490928,349.97629936490904,86.9850715988922,2,2,346.9850715988922,3.016227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2694.5428177160825,14144.318706367883,440378.70678792335,202576.0993895853,237802.60739833803,12715457.062347881,12715457.062347881,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
55.0,1.0,55,93.01752713092613,353.0175271309259,89.97629936490904,2,2,349.97629936490904,3.0662277660168393,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2786.1491680503477,14382.74137350786,448743.5699470632,206965.96254872318,241777.60739834007,13164200.632294945,13164200.632294945,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
56.0,1.0,56,96.10875489694297,356.10875489694274,93.01752713092588,2,2,353.0175271309259,3.116227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2879.2867683846143,14621.164040647842,457146.1694504631,211393.56205212523,245752.60739833786,13621346.80174541,13621346.80174541,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
57.0,1.0,57,99.24998266295981,359.24998266295955,96.10875489694274,2,2,356.10875489694274,3.166227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2973.9556187188796,14859.58670778782,465586.7349856285,215859.1275872914,249727.60739833707,14086933.536731038,14086933.536731038,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
