time_seconds,dt_seconds,i,total_dist_meters,offset_meters,offset_back_meters,link_idx_front,link_idx_back,offset_in_link_meters,speed_meters_per_second,speed_limit_meters_per_second,speed_target_meters_per_second,res_grade_newtons,res_curve_newtons,res_rolling_newtons,res_bearing_newtons,res_aero_newtons,res_davis_b_newtons,pwr_whl_out_watts,pwr_res_watts,pwr_accel_watts,energy_whl_out_joules,energy_whl_out_pos_joules,energy_whl_out_neg_joules,mass_static_kilograms,mass_freight_kilograms,mass_rot_kilograms,weight_static_newtons,grade_front,grade_back,elev_front_meters,elev_back_meters,length_meters
23.0,1.0,23,20.498238618387276,280.4982386183872,19.057010852370354,1,1,279.05701085237035,1.4662277660168381,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,614.2459573538449,6753.216025028554,198532.0006096605,83954.3932113223,114577.6073983382,2775605.0658712434,2775605.0658712434,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
24.0,1.0,24,21.989466384404114,281.989466384404,20.498238618387177,1,1,280.4982386183872,1.5162277660168382,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,658.3835576881104,6991.638692168532,205840.9620966104,87288.35469827194,118552.60739833847,2981446.027967854,2981446.027967854,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
25.0,1.0,25,23.530694150420953,283.53069415042086,21.98946638440401,1,1,281.989466384404,1.566227766016838,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,704.0524080223761,7230.061359308509,213180.5396153241,90652.9322169857,122527.60739833838,3194626.567583178,3194626.567583178,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
26.0,1.0,26,25.121921916437792,285.1219219164377,23.530694150420857,1,1,283.53069415042086,1.6162277660168383,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,751.2525083566417,7468.4840264484865,220550.962853303,94048.35545496363,126502.60739833936,3415177.5304364813,3415177.5304364813,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
27.0,1.0,27,26.76314968245463,286.7631496824545,25.121921916437714,1,1,285.1219219164377,1.666227766016838,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,799.9838586909075,7706.906693588467,227952.4614980439,97474.8540997057,130477.60739833821,3643129.9919345253,3643129.9919345253,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
28.0,1.0,28,28.45437744847147,288.45437744847135,26.763149682454525,1,1,286.7631496824545,1.7162277660168384,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,850.246459025173,7945.329360728444,235385.26523705106,100932.65783871188,134452.6073983392,3878515.2571715764,3878515.2571715764,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
29.0,1.0,29,30.195605214488307,290.1956052144882,28.454377448471348,1,1,288.45437744847135,1.7662277660168382,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,902.040309359439,8183.752027868423,242849.60375782024,104421.9963594822,138427.60739833803,4121364.8609293965,4121364.8609293965,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
30.0,1.0,30,31.986832980505145,291.986832980505,30.195605214488182,1,1,290.1956052144882,1.8162277660168382,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,955.3654096937044,8422.174695008402,250345.7067478557,107943.09934951668,142402.60739833902,4371710.567677252,4371710.567677252,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
31.0,1.0,31,33.828060746521984,293.8280607465219,31.986832980505028,1,1,291.986832980505,1.8662277660168383,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1010.2217600279703,8660.597362148379,257873.80389465386,111496.19649631529,146377.6073983386,4629584.371571906,4629584.371571906,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
32.0,1.0,32,35.719288512538824,295.7192885125387,33.828060746521885,1,1,293.8280607465219,1.9162277660168383,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1066.609360362236,8899.020029288358,265434.1248857169,115081.51748737802,150352.60739833885,4895018.496457622,4895018.496457622,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
33.0,1.0,33,37.66051627855566,297.6605162785555,35.7192885125387,1,1,295.7192885125387,1.9662277660168386,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1124.5282106965017,9137.442696428336,273026.89940854436,118699.29201020491,154327.60739833946,5168045.395866167,5168045.395866167,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
34.0,1.0,34,39.6517440445725,299.65174404457235,37.66051627855552,1,1,297.6605162785555,2.016227766016838,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1183.9783110307676,9375.865363568315,280652.35715063324,122349.74975229593,158302.60739833728,5448697.7530168,5448697.7530168,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
35.0,1.0,35,41.69297181058934,301.6929718105892,39.651744044572354,1,1,299.65174404457235,2.066227766016838,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1244.9596613650326,9614.288030708292,288310.72779948934,126033.12040115109,162277.60739833824,5737008.480816289,5737008.480816289,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
36.0,1.0,36,43.78419957660618,303.78419957660606,41.6929718105892,1,1,301.6929718105892,2.116227766016838,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1307.4722616992983,9852.71069784827,296002.2410426085,129749.63364427033,166252.60739833815,6033010.721858897,6033010.721858897,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
37.0,1.0,37,45.92542734262302,305.92542734262287,43.784199576606056,1,1,303.78419957660606,2.166227766016838,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1371.5161120335636,10091.133364988247,303727.1265674933,133499.5191691538,170227.6073983395,6336737.84842639,6336737.84842639,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
38.0,1.0,38,48.116655108639854,308.1166551086397,45.92542734262287,1,1,305.92542734262287,2.2162277660168384,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1437.0912123678297,10329.556032128226,311485.61406164075,137283.00666330135,174202.6073983394,6648223.462488031,6648223.462488031,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
39.0,1.0,39,50.357882874656696,310.3578828746565,48.11665510863969,1,1,308.1166551086397,2.266227766016838,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1504.1975627020956,10567.978699268206,319277.93321255094,141100.32581421308,178177.6073983379,6967501.395700582,6967501.395700582,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
40.0,1.0,40,52.649110640673534,312.64911064067337,50.357882874656525,1,1,310.3578828746565,2.3162277660168384,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1572.835163036361,10806.401366408183,327104.31370772887,144951.70630938894,182152.60739833993,7294605.709408311,7294605.709408311,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
41.0,1.0,41,54.99033840669037,314.9903384066902,52.64911064067337,1,1,312.64911064067337,2.3662277660168383,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1643.0040133706273,11044.824033548164,334964.9852346667,148837.37783632893,186127.60739833774,7629570.694642978,7629570.694642978,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
42.0,1.0,42,57.38156617270721,317.38156617270704,54.99033840669023,1,1,314.9903384066902,2.4162277660168385,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1714.7041137048927,11283.246700688142,342860.1774808728,152757.57008253303,190102.60739833975,7972430.8721238505,7972430.8721238505,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
43.0,1.0,43,59.82279393872405,319.82279393872386,57.38156617270704,1,1,317.38156617270704,2.4662277660168384,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1787.9354640391587,11521.66936782812,350790.12013383955,156712.5127355013,194077.60739833827,8323220.99225769,8323220.99225769,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
44.0,1.0,44,62.31402170474089,322.3140217047407,59.82279393872386,1,1,319.82279393872386,2.5162277660168386,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1862.6980643734241,11760.092034968098,358755.0428810733,160702.4354827337,198052.6073983396,8681976.035138763,8681976.035138763,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
45.0,1.0,45,64.85524947075773,324.85524947075754,62.314021704740696,1,1,322.3140217047407,2.566227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,1938.9919147076903,11998.514702108077,366755.17541006976,164727.5680117302,202027.60739833952,9048731.210548833,9048731.210548833,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
46.0,1.0,46,67.44647723677457,327.4464772367744,64.85524947075754,1,1,324.85524947075754,2.6162277660168387,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2016.8170150419562,12236.937369248057,374790.7474083289,168788.14000999092,206002.607398338,9423521.957957162,9423521.957957162,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
47.0,1.0,47,70.08770500279141,330.0877050027912,67.4464772367744,1,1,327.4464772367744,2.6662277660168385,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2096.1733653762217,12475.360036388034,382861.98856335366,172884.38116501571,209977.60739833792,9806383.946520515,9806383.946520515,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
48.0,1.0,48,72.77893276880825,332.77893276880803,70.08770500279121,1,1,330.0877050027912,2.716227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2177.060965710487,12713.782703528012,390969.1285626446,177016.52116430466,213952.60739833995,10197353.075083159,10197353.075083159,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
49.0,1.0,49,75.52016053482508,335.52016053482487,72.77893276880803,1,1,332.77893276880803,2.766227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2259.479816044753,12952.20537066799,399112.39709369757,181184.78969535773,217927.60739833987,10596465.472176857,10596465.472176857,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
50.0,1.0,50,78.31138830084193,338.3113883008417,75.52016053482487,1,1,335.52016053482487,2.8162277660168393,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2343.4299163790192,13190.62803780797,407292.02384401474,185389.416445675,221902.60739833978,11003757.496020872,11003757.496020872,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
51.0,1.0,51,81.15261606685877,341.15261606685857,78.31138830084171,1,1,338.3113883008417,2.866227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2428.911266713286,13429.050704947951,415508.23850109393,189630.63110275636,225877.6073983376,11419265.734521966,11419265.734521966,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
52.0,1.0,52,84.04384383287561,344.0438438328754,81.15261606685857,1,1,341.15261606685857,2.9162277660168394,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2515.923867047551,13667.473372087929,423761.2707524415,193908.66335410185,229852.60739833963,11843027.005274408,11843027.005274408,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
53.0,1.0,53,86.98507159889245,346.9850715988922,84.04384383287538,1,1,344.0438438328754,2.9662277660168392,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2604.4677173818172,13905.896039227908,432051.35028555035,198223.74288721153,233827.60739833882,12275078.355559958,12275078.355559958,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
54.0,1.0,54,89.97629936490928,349.97629936490904,86.9850715988922,1,1,346.9850715988922,3.016227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2694.5428177160825,14144.318706367883,440378.70678792335,202576.0993895853,237802.60739833803,12715457.062347881,12715457.062347881,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
55.0,1.0,55,93.01752713092613,353.0175271309259,89.97629936490904,1,1,349.97629936490904,3.0662277660168393,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2786.1491680503477,14382.74137350786,448743.5699470632,206965.96254872318,241777.60739834007,13164200.632294945,13164200.632294945,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
56.0,1.0,56,96.10875489694297,356.10875489694274,93.01752713092588,1,1,353.0175271309259,3.116227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2879.2867683846143,14621.164040647842,457146.1694504631,211393.56205212523,245752.60739833786,13621346.80174541,13621346.80174541,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
57.0,1.0,57,99.24998266295981,359.24998266295955,96.10875489694274,1,1,356.10875489694274,3.166227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,2973.9556187188796,14859.58670778782,465586.7349856285,215859.1275872914,249727.60739833707,14086933.536731038,14086933.536731038,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
58.0,1.0,58,102.44121042897665,362.4412104289764,99.24998266295955,1,1,359.24998266295955,3.2162277660168392,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3070.155719053145,15098.009374927797,474065.4962400623,220362.88884172172,253702.60739834054,14560999.0329711,14560999.0329711,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
59.0,1.0,59,105.68243819499348,365.6824381949932,102.44121042897638,1,1,362.4412104289764,3.2662277660168395,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3167.887069387411,15336.432042067776,482582.6829012559,224905.07550291618,257677.60739833972,15043581.715872357,15043581.715872357,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
60.0,1.0,60,108.97366596101033,368.97366596101006,105.68243819499321,1,1,365.6824381949932,3.3162277660168393,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3267.149669721677,15574.854709207757,491138.5246567124,229485.91725837486,261652.60739833754,15534720.24052907,15534720.24052907,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
61.0,1.0,61,112.31489372702717,372.3148937270269,108.97366596101006,1,1,368.97366596101006,3.366227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3367.943520055943,15813.27737634773,499733.25119393563,234105.6437955975,265627.60739833815,16034453.491723005,16034453.491723005,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
62.0,1.0,62,115.70612149304401,375.7061214930437,112.31489372702691,1,1,372.3148937270269,3.416227766016839,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3470.268620390208,16051.700043487708,508367.0922004217,238764.4848020844,269602.60739833734,16542820.583923426,16542820.583923426,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
63.0,1.0,63,119.14734925906085,379.14734925906055,115.70612149304372,1,1,375.7061214930437,3.4662277660168392,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3574.1249707244733,16290.122710627687,517040.2773636762,243462.6699653354,273577.6073983408,17059860.861287102,17059860.861287102,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
64.0,1.0,64,122.63857702507768,382.6385770250774,119.14734925906055,1,1,379.14734925906055,3.51622776601684,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3679.5125710587395,16528.545377767667,525753.0363711935,248200.42897285058,277552.60739834287,17585613.897658296,17585613.897658296,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
65.0,1.0,65,126.17980479109453,386.1798047910942,122.63857702507738,1,1,382.6385770250774,3.5662277660168398,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3786.4314213930065,16766.96804490765,534505.5989104677,252977.99151212993,281527.6073983378,18120119.49656876,18120119.49656876,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
66.0,1.0,66,129.77103255711137,389.7710325571111,126.17980479109423,1,1,386.1798047910942,3.6162277660168396,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,3894.8815217272722,17005.39071204763,543298.1946690104,257795.58727067334,285502.60739833704,18663417.691237774,18663417.691237774,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
67.0,1.0,67,133.4122603231282,393.41226032312795,129.77103255711108,1,1,389.7710325571111,3.6662277660168403,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,4004.8628720615375,17243.813379187603,552131.0533343242,262653.4459359809,289477.6073983433,19215548.7445721,19215548.7445721,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
68.0,1.0,68,137.10348808914506,397.1034880891448,133.41226032312795,1,1,393.41226032312795,3.71622776601684,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,4116.375472395805,17482.236046327587,561004.4045938896,267551.7971955527,293452.60739833687,19776553.149165988,19776553.149165988,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
69.0,1.0,69,140.8447158551619,400.8447158551616,137.10348808914478,1,1,397.1034880891448,3.7662277660168395,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,4229.419322730069,17720.658713467565,569918.4781352244,272490.87073688844,297427.60739833605,20346471.627301212,20346471.627301212,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
70.0,1.0,70,144.63594362117874,404.63594362117846,140.8447158551616,1,1,400.8447158551616,3.8162277660168398,0.0,0.0,0.0,0.0,47684.53342799567,3200.0,4343.994423064334,17959.08138060754,578873.5036458279,277470.8962474884,301402.6073983395,20925345.13094704,20925345.13094704,0.0,1390000.0,500000.0,200000.0,13624152.407998763,0.0,0.0,0.0,0.0,260.0
