time_seconds,dt_seconds,total_dist_meters,speed_meters_per_second,speed_limit_meters_per_second,res_grade_newtons,res_curve_newtons,res_rolling_newtons,res_bearing_newtons,res_aero_newtons,res_davis_b_newtons,pwr_whl_out_watts,mass_static_kilograms,mass_freight_kilograms
25.0,1.0,23.530694150420953,1.566227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,28774.62191587454,508484.42861208157,3710264.754919569,7780000.0,253750000.0
26.0,1.0,25.121921916437792,1.6162277660168383,0.0,0.0,0.0,1006084.5210898916,100000.0,30703.690016535973,525252.5039635797,3860383.347306747,7780000.0,253750000.0
27.0,1.0,26.76314968245463,1.666227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,32695.340304697424,542020.5793150779,4012474.365662904,7780000.0,253750000.0
28.0,1.0,28.45437744847147,1.7162277660168384,0.0,0.0,0.0,1006084.5210898916,100000.0,34749.57278035886,558788.6546665761,4166547.1973162047,7780000.0,253750000.0
29.0,1.0,30.195605214488307,1.7662277660168382,0.0,0.0,0.0,1006084.5210898916,100000.0,36866.38744352031,575556.7300180743,4322611.2295947345,7780000.0,253750000.0
30.0,1.0,31.986832980505145,1.8162277660168382,0.0,0.0,0.0,1006084.5210898916,100000.0,39045.78429418174,592324.8053695724,4480675.849826658,7780000.0,253750000.0
31.0,1.0,33.828060746521984,1.8662277660168383,0.0,0.0,0.0,1006084.5210898916,100000.0,41287.76333234319,609092.8807210705,4640750.445340068,7780000.0,253750000.0
32.0,1.0,35.719288512538824,1.9162277660168383,0.0,0.0,0.0,1006084.5210898916,100000.0,43592.32455800463,625860.9560725688,4802844.403463109,7780000.0,253750000.0
33.0,1.0,37.66051627855566,1.9662277660168386,0.0,0.0,0.0,1006084.5210898916,100000.0,45959.46797116607,642629.031424067,4966967.111523902,7780000.0,253750000.0
34.0,1.0,39.6517440445725,2.016227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,48389.19357182752,659397.1067755651,5133127.956850542,7780000.0,253750000.0
35.0,1.0,41.69297181058934,2.066227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,50881.50135998894,676165.1821270633,5301336.32677121,7780000.0,253750000.0
36.0,1.0,43.78419957660618,2.116227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,53436.391335650376,692933.2574785613,5471601.608613993,7780000.0,253750000.0
37.0,1.0,45.92542734262302,2.166227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,56053.86349881181,709701.3328300595,5643933.189707039,7780000.0,253750000.0
38.0,1.0,48.116655108639854,2.2162277660168384,0.0,0.0,0.0,1006084.5210898916,100000.0,58733.91784947326,726469.4081815578,5818340.457378446,7780000.0,253750000.0
39.0,1.0,50.357882874656696,2.266227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,61476.55438763471,743237.4835330559,5994832.798956337,7780000.0,253750000.0
40.0,1.0,52.649110640673534,2.3162277660168384,0.0,0.0,0.0,1006084.5210898916,100000.0,64281.77311329615,760005.5588845541,6173419.601768888,7780000.0,253750000.0
41.0,1.0,54.99033840669037,2.3662277660168383,0.0,0.0,0.0,1006084.5210898916,100000.0,67149.5740264576,776773.6342360523,6354110.253144145,7780000.0,253750000.0
42.0,1.0,57.38156617270721,2.4162277660168385,0.0,0.0,0.0,1006084.5210898916,100000.0,70079.95712711902,793541.7095875504,6377184.736157684,7780000.0,253750000.0
43.0,1.0,59.82279393872405,2.4662277660168384,0.0,0.0,0.0,1006084.5210898916,100000.0,73072.92241528048,810309.7849390487,6377172.419722996,7780000.0,253750000.0
44.0,1.0,62.31402170474089,2.5162277660168386,0.0,0.0,0.0,1006084.5210898916,100000.0,76128.46989094192,827077.8602905468,6377172.426297122,7780000.0,253750000.0
45.0,1.0,64.85524947075773,2.566227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,79246.59955410338,843845.935642045,6377172.426293613,7780000.0,253750000.0
46.0,1.0,67.44647723677457,2.6162277660168387,0.0,0.0,0.0,1006084.5210898916,100000.0,82427.31140476484,860614.0109935433,6377172.426293615,7780000.0,253750000.0
47.0,1.0,70.08770500279141,2.6662277660168385,0.0,0.0,0.0,1006084.5210898916,100000.0,85670.60544292627,877382.0863450414,6377172.426293615,7780000.0,253750000.0
48.0,1.0,72.77893276880825,2.716227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,88976.4816685877,894150.1616965395,6377172.426293615,7780000.0,253750000.0
49.0,1.0,75.52016053482508,2.766227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,92344.94008174916,910918.2370480377,6377172.426293615,7780000.0,253750000.0
50.0,1.0,78.31138830084193,2.8162277660168393,0.0,0.0,0.0,1006084.5210898916,100000.0,95775.98068241062,927686.312399536,6377172.426293615,7780000.0,253750000.0
51.0,1.0,81.15261606685877,2.866227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,99269.60347057208,944454.3877510343,6377172.426293615,7780000.0,253750000.0
52.0,1.0,84.04384383287561,2.9162277660168394,0.0,0.0,0.0,1006084.5210898916,100000.0,102825.80844623351,961222.4631025323,6377172.426293615,7780000.0,253750000.0
53.0,1.0,86.98507159889245,2.9662277660168392,0.0,0.0,0.0,1006084.5210898916,100000.0,106444.59560939496,977990.5384540306,6377172.426293615,7780000.0,253750000.0
54.0,1.0,89.97629936490928,3.016227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,110125.96496005642,994758.6138055288,6377172.426293615,7780000.0,253750000.0
55.0,1.0,93.01752713092613,3.0662277660168393,0.0,0.0,0.0,1006084.5210898916,100000.0,113869.91649821783,1011526.6891570268,6377172.426293615,7780000.0,253750000.0
56.0,1.0,96.10875489694297,3.116227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,117676.4502238793,1028294.7645085251,6377172.426293615,7780000.0,253750000.0
57.0,1.0,99.24998266295981,3.166227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,121545.56613704072,1045062.8398600232,6377172.426293615,7780000.0,253750000.0
58.0,1.0,102.44121042897665,3.2162277660168392,0.0,0.0,0.0,1006084.5210898916,100000.0,125477.26423770215,1061830.9152115213,6377172.426293615,7780000.0,253750000.0
59.0,1.0,105.68243819499348,3.2662277660168395,0.0,0.0,0.0,1006084.5210898916,100000.0,129471.54452586362,1078598.9905630196,6377172.426293615,7780000.0,253750000.0
60.0,1.0,108.97366596101033,3.3162277660168393,0.0,0.0,0.0,1006084.5210898916,100000.0,133528.40700152508,1095367.065914518,6377172.426293615,7780000.0,253750000.0
61.0,1.0,112.31489372702717,3.366227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,137647.85166468652,1112135.1412660158,6377172.426293615,7780000.0,253750000.0
62.0,1.0,115.70612149304401,3.416227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,141829.87851534795,1128903.2166175141,6377172.426293615,7780000.0,253750000.0
63.0,1.0,119.14734925906085,3.4662277660168392,0.0,0.0,0.0,1006084.5210898916,100000.0,146074.48755350936,1145671.2919690122,6377172.426293615,7780000.0,253750000.0
64.0,1.0,122.63857702507768,3.51622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,150381.67877917082,1162439.3673205103,6377172.426293615,7780000.0,253750000.0
65.0,1.0,126.17980479109453,3.5662277660168398,0.0,0.0,0.0,1006084.5210898916,100000.0,154751.45219233236,1179207.4426720089,6377172.426293615,7780000.0,253750000.0
66.0,1.0,129.77103255711137,3.6162277660168396,0.0,0.0,0.0,1006084.5210898916,100000.0,159183.80779299376,1195975.518023507,6377172.426293615,7780000.0,253750000.0
67.0,1.0,133.4122603231282,3.6662277660168403,0.0,0.0,0.0,1006084.5210898916,100000.0,163678.7455811552,1212743.593375005,6377172.426293615,7780000.0,253750000.0
68.0,1.0,137.10348808914506,3.71622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,168236.2655568167,1229511.6687265036,6377172.426293615,7780000.0,253750000.0
69.0,1.0,140.8447158551619,3.7662277660168395,0.0,0.0,0.0,1006084.5210898916,100000.0,172856.36771997812,1246279.7440780015,6377172.426293615,7780000.0,253750000.0
70.0,1.0,144.63594362117874,3.8162277660168398,0.0,0.0,0.0,1006084.5210898916,100000.0,177539.0520706395,1263047.8194294996,6377172.426293615,7780000.0,253750000.0
71.0,1.0,148.47717138719557,3.8662277660168396,0.0,0.0,0.0,1006084.5210898916,100000.0,182284.318608801,1279815.894780998,6377172.426293615,7780000.0,253750000.0
72.0,1.0,152.3683991532124,3.916227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,187092.16733446243,1296583.970132496,6377172.426293615,7780000.0,253750000.0
73.0,1.0,156.30962691922926,3.9662277660168392,0.0,0.0,0.0,1006084.5210898916,100000.0,191962.5982476238,1313352.0454839938,6377172.426293615,7780000.0,253750000.0
74.0,1.0,160.3008546852461,4.01622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,196895.61134828525,1330120.1208354922,6377172.426293615,7780000.0,253750000.0
75.0,1.0,164.34208245126294,4.06622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,201891.2066364468,1346888.1961869905,6377172.426293615,7780000.0,253750000.0
76.0,1.0,168.43331021727977,4.11622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,206949.3841121082,1363656.2715384886,6377172.426293615,7780000.0,253750000.0
77.0,1.0,172.5745379832966,4.166227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,212070.14377526965,1380424.346889987,6377172.426293615,7780000.0,253750000.0
78.0,1.0,176.76576574931346,4.216227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,217253.48562593106,1397192.4222414847,6377172.426293615,7780000.0,253750000.0
79.0,1.0,181.0069935153303,4.266227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,222499.4096640925,1413960.4975929828,6377172.426293615,7780000.0,253750000.0
80.0,1.0,185.29822128134714,4.31622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,227807.9158897539,1430728.5729444812,6377172.426293615,7780000.0,253750000.0
81.0,1.0,189.63944904736397,4.36622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,233179.00430291542,1447496.6482959795,6377172.426293615,7780000.0,253750000.0
82.0,1.0,194.0306768133808,4.41622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,238612.67490357687,1464264.7236474776,6377172.426293615,7780000.0,253750000.0
83.0,1.0,198.47190457939766,4.466227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,244108.92769173838,1481032.7989989761,6377172.426293615,7780000.0,253750000.0
84.0,1.0,202.9631323454145,4.51622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,249667.76266739971,1497800.8743504738,6377172.426293615,7780000.0,253750000.0
85.0,1.0,207.50436011143134,4.56622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,255289.17983056125,1514568.949701972,6377172.426293615,7780000.0,253750000.0
86.0,1.0,212.09558787744817,4.6162277660168405,0.0,0.0,0.0,1006084.5210898916,100000.0,260973.1791812227,1531337.0250534704,6377172.426293615,7780000.0,253750000.0
87.0,1.0,216.736815643465,4.66622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,266719.7607193842,1548105.1004049687,6377172.426293615,7780000.0,253750000.0
88.0,1.0,221.42804340948186,4.71622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,272528.92444504565,1564873.1757564668,6377172.426293615,7780000.0,253750000.0
89.0,1.0,226.1692711754987,4.76622776601684,0.0,0.0,0.0,1006084.5210898916,100000.0,278400.670358207,1581641.251107965,6377172.426293615,7780000.0,253750000.0
90.0,1.0,230.96049894151554,4.816227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,284334.9984588685,1598409.326459463,6377172.426293615,7780000.0,253750000.0
91.0,1.0,235.80172670753237,4.866227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,290331.9087470298,1615177.4018109608,6377172.426293615,7780000.0,253750000.0
92.0,1.0,240.6929544735492,4.9162277660168385,0.0,0.0,0.0,1006084.5210898916,100000.0,296391.40122269123,1631945.4771624592,6377172.426293615,7780000.0,253750000.0
93.0,1.0,245.63418223956606,4.966227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,302513.47588585265,1648713.552513957,6377172.426293615,7780000.0,253750000.0
94.0,1.0,250.6254100055829,5.016227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,308698.1327365141,1665481.627865455,6377172.426293615,7780000.0,253750000.0
95.0,1.0,255.66663777159974,5.066227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,314945.3717746755,1682249.7032169534,6377172.426293615,7780000.0,253750000.0
96.0,1.0,260.75786553761657,5.116227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,321255.19300033693,1699017.7785684515,6377172.426293615,7780000.0,253750000.0
97.0,1.0,265.8990933036334,5.166227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,327627.59641349834,1715785.8539199494,6377172.426293615,7780000.0,253750000.0
98.0,1.0,271.0903210696502,5.2162277660168375,0.0,0.0,0.0,1006084.5210898916,100000.0,334062.58201415977,1732553.9292714475,6377172.426293615,7780000.0,253750000.0
99.0,1.0,276.33154883566704,5.266227766016837,0.0,0.0,0.0,1006084.5210898916,100000.0,340560.14980232116,1749322.0046229458,6377172.426293615,7780000.0,253750000.0
100.0,1.0,281.6227766016839,5.316227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,347120.29977798264,1766090.079974444,6377172.426293615,7780000.0,253750000.0
101.0,1.0,286.96400436770074,5.366227766016838,0.0,0.0,0.0,1006084.5210898916,100000.0,353743.03194114415,1782858.1553259424,6377172.426293615,7780000.0,253750000.0
102.0,1.0,292.35523213371755,5.4162277660168385,0.0,0.0,0.0,1006084.5210898916,100000.0,360428.34629180556,1799626.2306774403,6377172.426293615,7780000.0,253750000.0
103.0,1.0,297.7964598997344,5.466227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,367176.2428299671,1816394.3060289386,6377172.426293615,7780000.0,253750000.0
104.0,1.0,303.2876876657512,5.516227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,373986.72155562864,1833162.3813804372,6377172.426293615,7780000.0,253750000.0
105.0,1.0,308.82891543176805,5.566227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,380859.78246879,1849930.4567319353,6377172.426293615,7780000.0,253750000.0
106.0,1.0,314.4201431977849,5.616227766016839,0.0,0.0,0.0,1006084.5210898916,100000.0,387795.42556945153,1866698.5320834334,6377172.426293615,7780000.0,253750000.0
107.0,1.0,320.0613709638017,5.6662277660168385,0.0,0.0,0.0,1006084.5210898916,100000.0,394793.6508576129,1883466.6074349317,6377172.426293615,7780000.0,253750000.0
