fric_brake.history.i,fric_brake.history.force_newtons,fric_brake.history.force_max_curr_newtons,history.time_seconds,history.i,history.offset_meters,history.offset_back_meters,history.total_dist_meters,history.link_idx_front,history.link_idx_back,history.offset_in_link_meters,history.speed_meters_per_second,history.speed_limit_meters_per_second,history.speed_target_meters_per_second,history.dt_seconds,history.length_meters,history.mass_static_kilograms,history.mass_rot_kilograms,history.mass_freight_kilograms,history.weight_static_newtons,history.res_rolling_newtons,history.res_bearing_newtons,history.res_davis_b_newtons,history.res_aero_newtons,history.res_grade_newtons,history.res_curve_newtons,history.grade_front,history.grade_back,history.elev_front_meters,history.elev_back_meters,history.pwr_res_watts,history.pwr_accel_watts,history.pwr_whl_out_watts,history.energy_whl_out_joules,history.energy_whl_out_pos_joules,history.energy_whl_out_neg_joules
504,0.0,12715254.816060832,504.0,504,7714.834266837552,5704.618759966826,5714.83426683755,2,2,4704.618759966826,10.21034527768346,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,127966.02821167026,718245.7035672013,403504.5529499489,0.005999989388137906,0.006100009668190846,25.561445373269823,14.904803527716002,14470408.915408645,-1492495.3167571733,12971356.24331095,6365361715.893352,6365361715.893352,0.0
505,0.0,12715254.816060832,505.0,505,7725.039507009717,5714.834266837552,5725.039507009716,2,2,4714.834266837552,10.20013506664847,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,127707.65959465335,718176.838233985,403504.5529499489,0.005999989388137906,0.006100009668190846,25.622738306088632,14.967118218392901,14452526.491692338,-1474678.1635319877,12971356.24331095,6378333072.1366625,6378333072.1366625,0.0
506,0.0,12715254.816060832,506.0,506,7735.234592942943,5725.039507009717,5735.234592942941,2,2,4725.039507009717,10.19003679980286,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,127452.37533789294,718108.0421111978,403504.5529499489,0.005999989388137906,0.006100009668190846,25.683969638825022,15.029370282109323,14434842.165153584,-1457058.65277237,12971356.24331095,6391304428.379973,6391304428.379973,0.0
507,0.0,12715254.816060832,507.0,507,7745.419636069083,5735.234592942943,5745.419636069081,2,2,4735.234592942943,10.1800494524775,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,127200.14122713722,718039.3144407216,403504.5529499489,0.005999989388137906,0.006100009668190846,25.74514004623553,15.091560404870034,14417353.919349272,-1439634.7678478006,12971356.243310947,6404275784.623284,6404275784.623284,0.0
508,0.0,12715254.816060832,508.0,508,7755.594746798431,5745.419636069083,5755.594746798429,2,2,4745.419636069083,10.170172006217117,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,126950.9233972371,717970.6544713653,403504.5529499489,0.005999989388137906,0.006100009668190846,25.8062501969101,15.15368926641043,14400059.755060503,-1422404.509424851,12971356.24331095,6417247140.866595,6417247140.866595,0.0
509,0.0,12715254.816060832,509.0,509,7765.76003452594,5755.594746798431,5765.760034525938,2,2,4755.594746798431,10.160403448801897,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,126704.6883291518,717902.0614588249,403504.5529499489,0.005999989388137906,0.006100009668190846,25.867300753309312,15.215757540234362,14382957.690195257,-1405365.8953702454,12971356.24331095,6430218497.109906,6430218497.109906,0.0
510,0.0,12715254.816060832,510.0,510,7775.915607637475,5765.76003452594,5775.915607637473,2,2,4765.76003452594,10.150742774267883,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,126461.40284697122,717833.5346656415,403504.5529499489,0.005999989388137906,0.006100009668190846,25.928292371801735,15.27776589365211,14366045.759691209,-1388516.9606512026,12971356.24331095,6443189853.353217,6443189853.353217,0.0
511,0.0,12715254.816060832,511.0,511,7786.061573516072,5775.915607637475,5786.06157351607,2,2,4775.915607637475,10.141188982926149,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,126221.03411495575,717765.073361158,403504.5529499489,0.005999989388137906,0.006100009668190846,25.989225702701404,15.339714987818493,14349322.01541869,-1371855.7572377927,12971356.24331095,6456161209.596528,6456161209.596528,0.0
512,0.0,12715254.816060832,512.0,512,7796.198038548226,5786.061573516072,5796.198038548224,2,2,4786.061573516072,10.131741081380785,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,125983.5496345928,717696.6768214782,403504.5529499489,0.005999989388137906,0.006100009668190846,26.050101390305393,15.401605477771069,14332784.526083801,-1355380.3540054928,12971356.24331095,6469132565.839839,6469132565.839839,0.0
513,0.0,12715254.816060832,513.0,513,7806.325108125617,5796.198038548226,5806.325108125615,2,2,4796.198038548226,10.12239807340053,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,125748.91724167037,717628.4749156766,403504.5529499489,0.005999989388137906,0.00609952913932267,26.11092007293155,15.463436074954739,14316432.693123518,-1339090.146763913,12971356.243310947,6482103922.08315,6482103922.08315,0.0
514,0.0,12715254.816060832,514.0,514,7816.442886648961,5806.325108125617,5816.442886648959,2,2,4806.325108125617,10.113158973286682,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,125517.10487656889,717560.4082502112,403504.5529499489,0.005999989388137906,0.006101715893102343,26.17168238292883,15.525208292942953,14300264.009000363,-1322982.6309584372,12971356.24331095,6495075278.326461,6495075278.326461,0.0
515,0.0,12715254.816060832,515.0,515,7826.551477548938,5816.442886648961,5826.551477548936,2,2,4816.442886648961,10.104022826667713,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,125288.08091323695,717492.1200667488,403504.5529499489,0.005999989388137906,0.0060993329688289475,26.23238894670042,15.586928051377356,14284273.000660026,-1307052.3499483692,12971356.243310949,6508046634.569772,6508046634.569772,0.0
516,0.0,12715254.816060832,516.0,516,7836.650983291479,5826.551477548938,5836.650983291477,2,2,4826.551477548938,10.094988658413628,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,125061.81467023218,717423.9937674605,403504.5529499489,0.005999989388137906,0.006102669584239271,26.293040384829315,15.648590282286735,14268461.704415178,-1291301.3230932527,12971356.24331095,6521017990.813083,6521017990.813083,0.0
517,0.0,12715254.816060832,517.0,517,7846.741505374585,5836.650983291479,5846.7415053745835,2,2,4836.650983291479,10.08605550779893,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,124838.27511653725,717355.9149352859,403504.5529499489,0.005999989388137906,0.006099999999994758,26.35363731211,15.710197298076329,14252827.115353277,-1275726.5511375717,12971356.24331095,6533989347.056394,6533989347.056394,0.0
518,0.0,12715254.816060832,518.0,518,7856.82314434392,5846.741505374585,5856.823144343918,2,2,4846.741505374585,10.077222430870261,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,124617.43174034139,717287.7342783118,403504.5529499489,0.005999989388137906,0.006099999999994758,26.41418033752941,15.771751922783503,14237365.912294777,-1260324.7201621511,12971356.24331095,6546960703.299705,6546960703.299705,0.0
519,0.0,12715254.816060832,519.0,519,7866.895999789318,5856.82314434392,5866.895999789316,2,2,4856.82314434392,10.068488459926417,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,124399.25460351256,717219.8797068269,403504.5529499489,0.005999989388137906,0.006101715893102343,26.474670064360453,15.83324841075813,14222080.598084902,-1245098.3142327091,12971356.24331095,6559932059.5430155,6559932059.5430155,0.0
520,0.0,12715254.816060832,520.0,520,7876.960170351366,5866.895999789318,5876.9601703513645,2,2,4866.895999789318,10.059852664170664,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,124183.7133378975,717151.9177173309,403504.5529499489,0.005999989388137906,0.006102669584238725,26.53510709014109,15.894693791447922,14206964.999936888,-1230041.1808903113,12971356.24331095,6572903415.786326,6572903415.786326,0.0
521,0.0,12715254.816060832,521.0,521,7887.015753739058,5876.960170351366,5887.015753739056,2,2,4876.960170351366,10.051314111213214,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,123970.77864040647,717083.9600270792,403504.5529499489,0.005999989388137906,0.006099999999994627,26.595492006713787,15.956086999141702,14192018.481989872,-1215152.679879578,12971356.243310949,6585874772.029637,6585874772.029637,0.0
522,0.0,12715254.816060832,522.0,522,7897.062846723233,5887.015753739058,5897.062846723231,2,2,4887.015753739058,10.04287185713642,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,123760.42131878552,717016.2615578937,403504.5529499489,0.005999989388137906,0.006099999999994238,26.655825400331473,16.017424837806562,14177241.838763958,-1200433.5949355937,12971356.24331095,6598846128.272948,6598846128.272948,0.0
523,0.0,12715254.816060832,523.0,523,7907.101545183815,5897.062846723233,5907.101545183813,2,2,4897.062846723233,10.034525064028273,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,123552.61204510684,716948.6175698518,403503.3369030026,0.005999989388137906,0.006099332968829777,26.71610785161816,16.078710925801392,14162619.103113338,-1185868.024162263,12971356.24331095,6611817484.516259,6611817484.516259,0.0
524,0.0,12715254.816060832,524.0,524,7917.131944308664,5907.101545183815,5917.131944308662,2,2,4907.101545183815,10.026273185669835,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,123347.32424424922,716880.7931193457,403497.0517230515,0.005999989388137906,0.006100762499994597,26.776339935852366,16.13994932427295,14148107.913235016,-1171413.7915377722,12971356.24331095,6624788840.75957,6624788840.75957,0.0
525,0.0,12715254.816060832,525.0,525,7927.154138850386,5917.131944308664,5927.154138850384,2,2,4917.131944308664,10.018115897773686,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,123144.53864226036,716813.3513083026,403481.9984810662,0.005999989388137906,0.006099332968831435,26.836522224160248,16.201132249580304,14133676.022419726,-1157038.7917274686,12971356.24331095,6637760197.002881,6637760197.002881,0.0
526,0.0,12715254.816060832,526.0,526,7937.168223264353,5927.154138850386,5937.168223264352,2,2,4927.154138850386,10.010052930161386,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,122944.24152300169,716745.665583797,403458.0311670518,0.005999989388137906,0.006095999999994145,26.896655285056433,16.26226956643031,14119315.201435013,-1142734.8286411741,12971356.24331095,6650731553.246192,6650731553.246192,0.0
527,0.0,12715254.816060832,527.0,527,7947.17429178753,5937.168223264353,5947.174291787528,2,2,4937.168223264353,10.002084116191698,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,122746.42058917487,716678.3214512416,403423.0779669287,0.005999989388137906,0.006106009852210648,26.956739685272154,16.323353154385657,14105010.226788877,-1128486.7441487084,12971356.24331095,6663702909.489503,6663702909.489503,0.0
528,0.0,12715254.816060832,528.0,528,7957.172439782401,5947.17429178753,5957.172439782399,2,2,4947.17429178753,9.994211873550169,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,122551.06616753347,716610.9070300834,403340.616904537,0.006000115796587364,0.006101715893102343,27.016775713755205,16.3843894134833,14090393.429418983,-1113928.545975699,12971356.24331095,6676674265.732814,6676674265.732814,0.0
529,0.0,12715254.816060832,529.0,529,7967.162766236239,5957.172439782401,5967.162766236237,2,2,4957.172439782401,9.986441034125711,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,122358.2319424287,716543.4706507232,403175.69460428413,0.006000115796587364,0.006101000820338887,27.07676575947585,16.44538001561331,14075122.71301025,-1098719.7104913918,12971356.24331095,6689645621.976125,6689645621.976125,0.0
530,0.0,12715254.816060832,530.0,530,7977.145352426309,5967.162766236239,5977.145352426307,2,2,4967.162766236239,9.978731346014362,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,122168.03054688551,717133.9050964509,402913.54868371907,0.006000115796587364,0.004301209563990793,27.13670887504459,16.496562830368347,14065596.114381727,-1089228.9579823886,12971356.243310949,6702616978.219436,6702616978.219436,0.0
531,0.0,12715254.816060832,531.0,531,7987.120239965782,5977.145352426309,5987.1202399657805,2,2,4977.145352426309,9.971043732931888,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,121979.47211301375,718277.7812511384,402648.02482659713,0.0060004374772093215,0.004300313525332802,27.19660353015214,16.539485746646644,14061629.229973892,-1085272.568922058,12971356.24331095,6715588334.462747,6715588334.462747,0.0
532,0.0,12715254.816060832,532.0,532,7997.08745573134,5987.120239965782,5997.087455731338,2,2,4987.120239965782,9.96338779818309,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,121791.59857694933,719420.737484061,402244.230519837,0.005998523985233884,0.004299999999997355,27.256453585267874,16.582377711851215,14056309.11734065,-1079969.2349798332,12971356.243310949,6728559690.706058,6728559690.706058,0.0
533,0.0,12715254.816060832,533.0,533,8007.0470329260015,5997.08745573134,6007.047032926,2,2,4997.08745573134,9.955766591139676,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,121604.64311080503,720562.8236927716,401794.22395153815,0.0059999999999946286,0.00429999999999619,27.316258654385102,16.625237599643267,14050567.612922685,-1074246.5388946896,12971356.24331095,6741531046.9493685,6741531046.9493685,0.0
534,0.0,12715254.816060832,534.0,534,8016.999008443152,6007.0470329260015,6016.99900844315,2,2,5007.0470329260015,9.948184443160702,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,121418.67831113483,721703.6681409121,401279.5756259807,0.005998523985233884,0.004299999999997355,27.37601417359325,16.668066361580276,14044224.645910194,-1067925.2522642363,12971356.24331095,6754502403.192679,6754502403.192679,0.0
535,0.0,12715254.816060832,535.0,535,8026.943420719222,6016.999008443152,6026.94342071922,2,2,5016.999008443152,9.940640108978418,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,121233.80780105214,722844.0201018614,400778.50051013724,0.005999999999995226,0.004300117566639819,27.435726770656135,16.71085950842528,14038070.206468415,-1061791.7325352884,12971356.24331095,6767473759.43599,6767473759.43599,0.0
536,0.0,12715254.816060832,536.0,536,8036.880307965505,6026.943420719222,6036.880307965504,2,2,5026.943420719222,9.933134383589076,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,121049.9990758823,723983.2925703358,400262.6191949247,0.005999343903768242,0.004300000000000241,27.495391525064356,16.753620829091073,14031815.548459439,-1055558.56414729,12971356.243310947,6780445115.679301,6780445115.679301,0.0
537,0.0,12715254.816060832,537.0,537,8046.809708938963,6036.880307965505,6046.809708938961,2,2,5036.880307965505,9.925667563326693,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,120867.26938598843,725121.8878271672,399738.5109391547,0.006002625820559311,0.004300000000000241,27.555013526148052,16.796349444250097,14025531.321479699,-1049296.0720459784,12971356.24331095,6793416471.922612,6793416471.922612,0.0
538,0.0,12715254.816060832,538.0,538,8056.731662397835,6046.809708938963,6056.731662397833,2,2,5046.809708938963,9.918239354416738,17.648719444131455,17.648719444131455,1.0,2000.0,13752700.0,400000.0,9972700.0,134797755.98667955,134797.75598667955,32000.0,0.0,120685.62380765266,726259.549606922,399214.7975371549,0.006001687763708393,0.004300000000000241,27.614589486219774,16.839045868435967,14019300.806036064,-1043087.1510123071,12971356.24331095,6806387828.165923,6806387828.165923,0.0
