time_seconds,milepost,speed_mps,accel_ms2,F_dynamic_kN,F_air_kN,F_total_brake_kN,F_resistance_kN,pwr_whl_out_watts,res_grade_newtons,res_curve_newtons
75.0,242.10211768951947,4.06622776601684,0.04999999999999982,0.0,144.47556681903853,144.47556681903853,74.97556681903876,624270.9498002902,0.0,0.0
76.0,242.1046598669127,4.11622776601684,0.04999999999999982,0.0,144.83775208651275,144.83775208651275,75.337752086513,633476.5105639712,0.0,0.0
77.0,242.10723311294277,4.166227766016839,0.04999999999999982,0.0,145.20146860398702,145.20146860398702,75.70146860398727,642724.6311094223,0.0,0.0
78.0,242.10983742760965,4.216227766016839,0.04999999999999982,0.0,145.56671637146127,145.56671637146127,76.0667163714615,652015.5411241346,0.0,0.0
79.0,242.11247281091337,4.266227766016839,0.04999999999999982,0.0,145.93349538893548,145.93349538893548,76.43349538893574,661349.4702956111,0.0,0.0
80.0,242.11513926285394,4.31622776601684,0.05000000000000071,0.0,146.30180565641098,146.30180565641098,76.80180565640998,670726.64831136,0.0,0.0
81.0,242.11783678343133,4.36622776601684,0.04999999999999982,0.0,146.67164717388397,146.67164717388397,77.17164717388424,680147.3048588589,0.0,0.0
82.0,242.12056537264556,4.41622776601684,0.05000000000000071,0.0,147.04301994135946,147.04301994135946,77.54301994135848,689611.6696256336,0.0,0.0
83.0,242.1233250304966,4.466227766016839,0.049999999999998934,0.0,147.41592395883123,147.41592395883123,77.91592395883272,699119.9722991553,0.0,0.0
84.0,242.1261157569845,4.51622776601684,0.05000000000000071,0.0,147.79035922630794,147.79035922630794,78.29035922630696,708672.4425669664,0.0,0.0
85.0,242.12893755210922,4.56622776601684,0.04999999999999982,0.0,148.16632574378096,148.16632574378096,78.66632574378121,718269.3101165221,0.0,0.0
86.0,242.13179041587077,4.6162277660168405,0.05000000000000071,0.0,148.54382351125642,148.54382351125642,79.04382351125545,727910.804635356,0.0,0.0
87.0,242.13467434826916,4.66622776601684,0.04999999999999982,0.0,148.92285252872946,148.92285252872946,79.4228525287297,737597.155810937,0.0,0.0
88.0,242.13758934930436,4.71622776601684,0.04999999999999982,0.0,149.30341279620367,149.30341279620367,79.80341279620394,747328.5933307935,0.0,0.0
89.0,242.1405354189764,4.76622776601684,0.04999999999999982,0.0,149.68550431367797,149.68550431367797,80.1855043136782,757105.3468824113,0.0,0.0
90.0,242.1435125572853,4.816227766016839,0.049999999999998934,0.0,150.06912708115095,150.06912708115095,80.56912708115243,766927.6461532875,0.0,0.0
91.0,242.146520764231,4.866227766016839,0.04999999999999982,0.0,150.45428109862644,150.45428109862644,80.95428109862667,776795.720830942,0.0,0.0
92.0,242.14956003981357,4.9162277660168385,0.04999999999999982,0.0,150.84096636610064,150.84096636610064,81.34096636610091,786709.8006028521,0.0,0.0
93.0,242.15263038403293,4.966227766016838,0.04999999999999982,0.0,151.2291828835749,151.2291828835749,81.72918288357515,796670.1151565266,0.0,0.0
94.0,242.15573179688914,5.016227766016838,0.04999999999999982,0.0,151.61893065104914,151.61893065104914,82.1189306510494,806676.894179465,0.0,0.0
95.0,242.1588642783822,5.066227766016838,0.04999999999999982,0.0,152.0102096685234,152.0102096685234,82.51020966852363,816730.3673591705,0.0,0.0
96.0,242.16202782851207,5.116227766016838,0.04999999999999982,0.0,152.40301993599763,152.40301993599763,82.90301993599789,826830.7643831371,0.0,0.0
97.0,242.16522244727878,5.166227766016838,0.04999999999999982,0.0,152.7973614534719,152.7973614534719,83.2973614534721,836978.3149388682,0.0,0.0
98.0,242.16844813468234,5.2162277660168375,0.04999999999999982,0.0,153.1932342209461,153.1932342209461,83.69323422094635,847173.2487138659,0.0,0.0
99.0,242.1717048907227,5.266227766016837,0.04999999999999982,0.0,153.59063823842035,153.59063823842035,84.09063823842061,857415.7953956223,0.0,0.0
100.0,242.1749927153999,5.316227766016838,0.05000000000000071,0.0,153.98957350589586,153.98957350589586,84.48957350589485,867706.1846716568,0.0,0.0
101.0,242.17831160871395,5.366227766016838,0.04999999999999982,0.0,154.39004002336884,154.39004002336884,84.89004002336911,878044.6462294359,0.0,0.0
102.0,242.18166157066483,5.4162277660168385,0.05000000000000071,0.0,154.79203779084435,154.79203779084435,85.29203779084334,888431.4097564989,0.0,0.0
