time_seconds,milepost,speed_mps,accel_ms2,F_dynamic_kN,F_air_kN,F_total_brake_kN,F_resistance_kN,pwr_whl_out_watts,res_grade_newtons,res_curve_newtons,res_rolling_newtons,res_aero_newtons
3102.0,242.2003789809083,9.84936372333602,-0.052087702249035556,0.0,0.0,0.0,2924.732478070084,6377172.426293615,417699.0187934966,173928.73118225427,1006084.5210898916,1227020.2070044416
3103.0,242.20648372523257,9.79985473828424,-0.04981467073673023,0.0,0.0,0.0,2911.4706802553465,6377172.426293615,416807.8378186204,174359.14810264806,1006084.5210898916,1214219.1732441864
3104.0,242.21255839109406,9.752550776836278,-0.047608963795740304,0.0,0.0,0.0,2898.8077830884417,6377172.426293615,415921.22732617264,174759.0128283222,1006084.5210898916,1202043.0218440553
3105.0,242.21860432723716,9.707382968173471,-0.04547063236518611,0.0,0.0,0.0,2886.715361304981,6377172.426293615,415038.9852198947,175125.36425618175,1006084.5210898916,1190466.4907390126
3106.0,242.22462284071264,9.66428598509535,-0.043399527430981036,0.0,0.0,0.0,2875.1658772401383,6377172.426293615,414160.9156175664,175455.42979063146,1006084.5210898916,1179465.0107420485
3107.0,242.23061519726053,9.623192188529224,-0.04139532978207424,0.0,0.0,0.0,2864.1338146412445,6377172.426293615,413286.82869223953,175746.9332497792,1006084.5210898916,1169015.5316093343
3108.0,242.23658261947602,9.584030347983392,-0.03945773990986319,0.0,0.0,0.0,2853.5985331752663,6377172.426293615,412416.54061666026,176002.41445552692,1006084.5210898916,1159095.0570131876
3109.0,242.2425262890613,9.546740072702365,-0.03758627546753677,0.0,0.0,0.0,2843.5350060321457,6377172.426293615,411549.8738296368,176220.29555440723,1006084.5210898916,1149680.3155582102
3110.0,242.24844734698885,9.511250657605345,-0.035780871095633215,0.0,0.0,0.0,2833.922323578123,6377172.426293615,410686.6567089805,176399.95278860183,1006084.5210898916,1140751.1929906493
3111.0,242.2543468931741,9.47750065794432,-0.034042179997706784,0.0,0.0,0.0,2824.737697592019,6377172.426293615,409826.7235477984,176540.8393802342,1006084.5210898916,1132285.6135740946
3112.0,242.26022598786665,9.445423847001784,-0.032372325951657996,0.0,0.0,0.0,2815.961615242751,6377172.426293615,408969.91460205155,176642.97966388726,1006084.5210898916,1124264.1998869206
3113.0,242.26608565223756,9.414960670412196,-0.030775673164361646,0.0,0.0,0.0,2807.639921977351,6377172.426293615,408181.2240037229,176707.29274462178,1006084.5210898916,1116666.8841391148
3114.0,242.27192686837455,9.38604488542754,-0.02925853169900536,0.0,0.0,0.0,2800.3962619408862,6377172.426293615,408106.3474750127,176729.79365813217,1006084.5210898916,1109475.5997178496
3115.0,242.2777505811555,9.35862296832725,-0.02782753863800924,0.0,0.0,0.0,2793.5516958082767,6377172.426293615,408053.3263814928,176742.75772429132,1006084.5210898916,1102671.0906126008
3116.0,242.28355769865905,9.332629998013571,-0.02648589107347872,0.0,0.0,0.0,2787.073745129455,6377172.426293615,408000.46416705824,176751.30247647135,1006084.5210898916,1096237.4573960337
3117.0,242.2893490911347,9.308009135538796,-0.025228832472284628,0.0,0.0,0.0,2780.945278580132,6377172.426293615,407947.752589021,176756.54831313403,1006084.5210898916,1090156.4565880855
3118.0,242.29512559484425,9.28470782424212,-0.02404162153232881,0.0,0.0,0.0,2775.151052223188,6377172.426293615,407895.1837480709,176759.29242182217,1006084.5210898916,1084412.0549634031
3119.0,242.30088801133752,9.26266689437367,-0.02290259087291477,0.0,0.0,0.0,2769.6777446190126,6377172.426293615,407842.7500534057,176760.97337909508,1006084.5210898916,1078989.5000966208
3120.0,242.30663593278504,9.238052910316712,-0.02179066479924675,0.0,0.0,0.0,2764.5088685707406,6377172.426293615,407790.4442293056,176761.1401454059,1006084.5210898916,1073872.763106137
3121.0,242.31236994868706,9.217909393231643,-0.02069249558337636,0.0,0.0,0.0,2758.7559412480846,6377172.426293615,407738.26997766574,176760.07760326815,1006084.5210898916,1068173.072577259
3122.0,242.31809183841912,9.199022649479454,-0.019603768611328676,0.0,0.0,0.0,2754.049046671372,6377172.426293615,407686.22194755427,176758.44189282152,1006084.5210898916,1063519.8617411044
3123.0,242.32380239731535,9.181439058603091,-0.0185240392296719,0.0,0.0,0.0,2749.6422136799583,6377172.426293615,407634.28398746543,176757.2128661139,1006084.5210898916,1059166.1957364874
3124.0,242.32950235210586,9.164891426620308,-0.01745070331081982,0.0,0.0,0.0,2745.545134575771,6377172.426293615,407582.4488781,176757.2128661139,1006084.5210898916,1055120.9517416656
3125.0,242.33519138624587,9.146288979084446,-0.01637879627752512,0.0,0.0,0.0,2741.6935116400878,6377172.426293615,407530.71002288215,176757.17308254278,1006084.5210898916,1051321.107444771
3126.0,242.34086963319234,9.130170902601373,-0.015307486748370625,0.0,0.0,0.0,2737.3770683187686,6377172.426293615,407479.0702951096,176755.87830041003,1006084.5210898916,1047057.5986333576
3127.0,242.346538763652,9.116945925325004,-0.014247080629786904,0.0,0.0,0.0,2733.637990183543,6377172.426293615,407427.52848338446,176755.45138597395,1006084.5210898916,1043370.4892242928
3128.0,242.352199926322,9.104525137247512,-0.013219341785301729,0.0,0.0,0.0,2730.566035440225,6377172.426293615,407376.0694225948,176755.39368083546,1006084.5210898916,1040350.051246903
3129.0,242.3578536084659,9.092868505671388,-0.01224982516440753,0.0,0.0,0.0,2727.6818656042797,6377172.426293615,407324.6826859435,176755.39368083546,1006084.5210898916,1037517.2681476092
3130.0,242.36350027290436,9.081937389178508,-0.011357609735532698,0.0,0.0,0.0,2724.9755561244274,6377172.426293615,407273.363850507,176755.39368083546,1006084.5210898916,1034862.2775031936
3131.0,242.36914035887617,9.071694526529914,-0.010549188393939632,0.0,0.0,0.0,2722.437648829997,6377172.426293615,407222.1087152327,176755.39368083546,1006084.5210898916,1032375.6253440372
3132.0,242.37477428289148,9.062104023131829,-0.009819177339292788,0.0,0.0,0.0,2720.0590824557758,6377172.426293615,407170.9132931224,176755.39368083546,1006084.5210898916,1030048.2543919262
3133.0,242.38040243957633,9.053131335262671,-0.009155525657692544,0.0,0.0,0.0,2717.831181075787,6377172.426293615,407119.7738034861,176755.39368083546,1006084.5210898916,1027871.4925015738
3134.0,242.38602520250632,9.044743252241734,-0.008545413255647262,0.0,0.0,0.0,2715.7456427398197,6377172.426293615,407068.68666427856,176755.39368083546,1006084.5210898916,1025837.0413048142
3135.0,242.3916429250289,9.036907876708067,-0.007978361543718835,0.0,0.0,0.0,2713.794528309365,6377172.426293615,407017.6484845298,176755.39368083546,1006084.5210898916,1023936.9650541076
3136.0,242.3972559410727,9.029594603167864,-0.007447464702612393,0.0,0.0,0.0,2711.970250488006,6377172.426293615,406966.6560568826,176755.39368083546,1006084.5210898916,1022163.6796603964
3137.0,242.4028645659432,9.022774094959496,-0.006948743308024512,0.0,0.0,0.0,2710.2655630402924,6377172.426293615,406915.7063502448,176755.39368083546,1006084.5210898916,1020509.9419193204
3138.0,242.40846909711385,9.016418293447886,-0.006480359704092991,0.0,0.0,0.0,2708.6735501925086,6377172.426293615,406864.7965025688,176755.39368083546,1006084.5210898916,1018968.838919213
3139.0,242.4140698150134,9.010500395458813,-0.00604231259217856,0.0,0.0,0.0,2707.18762380814,6377172.426293615,406813.9238136687,176755.39368083546,1006084.5210898916,1017533.7852237443
3140.0,242.41966698371817,9.004994571206732,-0.005636133939426591,0.0,0.0,0.0,2705.801619915353,6377172.426293615,406763.08573807526,176755.49976346546,1006084.5210898916,1016198.513323921
3141.0,242.42526085166438,8.999876309867014,-0.005264809586410232,0.0,0.0,0.0,2704.510663280246,6377172.426293615,406712.2798787504,176756.8562895176,1006084.5210898916,1014957.0060220864
3142.0,242.43085165241007,8.995122234303608,-0.004931913526567106,0.0,0.0,0.0,2703.308080375893,6377172.426293615,406661.5039806226,176758.48449062547,1006084.5210898916,1013803.5708147532
3143.0,242.43643960533043,8.990710071408314,-0.004639408547985424,0.0,0.0,0.0,2702.187479185254,6377172.426293615,406610.75592367066,176759.40736373616,1006084.5210898916,1012732.7948079556
