time_seconds,speed_meters_per_second
0.0,0.31622776601683794
1.0,0.36622776601683793
2.0,0.4162277660168379
3.0,0.46622776601683796
4.0,0.516227766016838
5.0,0.566227766016838
6.0,0.616227766016838
7.0,0.666227766016838
8.0,0.716227766016838
9.0,0.766227766016838
10.0,0.816227766016838
11.0,0.8662277660168379
12.0,0.916227766016838
13.0,0.966227766016838
14.0,1.016227766016838
15.0,1.066227766016838
16.0,1.116227766016838
17.0,1.166227766016838
18.0,1.2162277660168381
19.0,1.2662277660168382
20.0,1.316227766016838
21.0,1.3662277660168383
22.0,1.4162277660168383
23.0,1.4662277660168381
24.0,1.5162277660168382
25.0,1.566227766016838
26.0,1.6162277660168383
27.0,1.666227766016838
28.0,1.7162277660168384
29.0,1.7662277660168382
30.0,1.8162277660168382
31.0,1.8662277660168383
32.0,1.9162277660168383
33.0,1.9662277660168386
34.0,2.016227766016838
35.0,2.066227766016838
36.0,2.116227766016838
37.0,2.166227766016838
38.0,2.2162277660168384
39.0,2.266227766016838
40.0,2.3162277660168384
41.0,2.3662277660168383
42.0,2.4162277660168385
43.0,2.4662277660168384
44.0,2.5162277660168386
45.0,2.566227766016839
46.0,2.6162277660168387
47.0,2.6662277660168385
48.0,2.716227766016839
49.0,2.766227766016839
50.0,2.8162277660168393
51.0,2.866227766016839
52.0,2.9162277660168394
53.0,2.9662277660168392
54.0,3.016227766016839
55.0,3.0662277660168393
56.0,3.116227766016839
57.0,3.166227766016839
58.0,3.2162277660168392
59.0,3.2662277660168395
60.0,3.3162277660168393
61.0,3.366227766016839
62.0,3.416227766016839
63.0,3.4662277660168392
64.0,3.51622776601684
65.0,3.5662277660168398
66.0,3.6162277660168396
67.0,3.6662277660168403
68.0,3.71622776601684
69.0,3.7662277660168395
70.0,3.8162277660168398
71.0,3.8662277660168396
72.0,3.916227766016839
73.0,3.9662277660168392
74.0,4.01622776601684
75.0,4.06622776601684
76.0,4.11622776601684
77.0,4.166227766016839
78.0,4.216227766016839
79.0,4.266227766016839
80.0,4.31622776601684
81.0,4.36622776601684
82.0,4.41622776601684
83.0,4.466227766016839
84.0,4.51622776601684
85.0,4.56622776601684
86.0,4.6162277660168405
87.0,4.66622776601684
88.0,4.71622776601684
89.0,4.76622776601684
90.0,4.816227766016839
91.0,4.866227766016839
92.0,4.9162277660168385
93.0,4.966227766016838
94.0,5.016227766016838
95.0,5.066227766016838
96.0,5.116227766016838
97.0,5.166227766016838
98.0,5.2162277660168375
99.0,5.266227766016837
100.0,5.316227766016838
101.0,5.366227766016838
102.0,5.4162277660168385
103.0,5.466227766016839
104.0,5.516227766016839
105.0,5.566227766016839
106.0,5.616227766016839
107.0,5.6662277660168385
108.0,5.7162277660168375
109.0,5.766227766016838
110.0,5.816227766016838
111.0,5.866227766016838
112.0,5.916227766016838
113.0,5.966227766016837
114.0,6.016227766016837
115.0,6.066227766016837
116.0,6.116227766016838
117.0,6.166227766016837
118.0,6.2162277660168375
119.0,6.266227766016838
120.0,6.316227766016838
121.0,6.366227766016838
122.0,6.416227766016838
123.0,6.466227766016838
124.0,6.516227766016838
125.0,6.566227766016838
126.0,6.616227766016838
127.0,6.6662277660168385
128.0,6.7162277660168375
129.0,6.766227766016837
130.0,6.816227766016837
131.0,6.866227766016836
132.0,6.916227766016836
133.0,6.9662277660168375
134.0,7.016227766016836
135.0,7.066227766016835
136.0,7.116227766016835
137.0,7.166227766016836
138.0,7.216227766016836
139.0,7.2662277660168355
140.0,7.316227766016835
141.0,7.366227766016834
142.0,7.416227766016835
143.0,7.466227766016834
144.0,7.516227766016835
145.0,7.5662277660168336
146.0,7.616227766016834
147.0,7.666227766016833
148.0,7.716227766016833
149.0,7.766227766016834
150.0,7.816227766016834
151.0,7.866227766016835
152.0,7.916227766016835
153.0,7.966227766016834
154.0,8.016227766016833
155.0,8.06622776601683
156.0,8.116227766016832
157.0,8.166227766016835
158.0,8.216227766016836
159.0,8.266227766016836
160.0,8.316227766016835
161.0,8.366227766016838
162.0,8.416227766016837
163.0,8.466227766016837
164.0,8.516227766016836
165.0,8.566227766016835
166.0,8.616227766016838
167.0,8.666227766016835
168.0,8.716227766016836
169.0,8.766227766016833
170.0,8.816227766016832
171.0,8.86622776601683
172.0,8.91622776601683
173.0,8.966227766016832
174.0,9.016227766016833
175.0,9.066227766016832
176.0,9.116227766016829
177.0,9.16622776601683
178.0,9.21622776601683
179.0,9.26622776601683
180.0,9.31622776601683
181.0,9.36622776601683
182.0,9.416227766016831
183.0,9.46622776601683
184.0,9.516227766016828
185.0,9.56622776601683
186.0,9.61622776601683
187.0,9.66622776601683
188.0,9.716227766016829
189.0,9.766227766016831
190.0,9.816227766016828
191.0,9.866227766016827
192.0,9.91622776601683
193.0,9.966227766016829
194.0,10.01622776601683
195.0,10.06622776601683
196.0,10.11622776601683
197.0,10.166227766016831
198.0,10.216227766016832
199.0,10.266227766016831
200.0,10.316227766016834
