ReportDate,Subdivision,LineCode,TrackNumber,beg_mp,end_mp,length_ft,length_m,grade_to_next,speed,curvature_deg
2022-12-28,HENDERSON,00H,SG,250.81685606060606,250.81704545454545,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.55890151515152,249.55909090909091,0.99999999999909051,0.30479999999972279,-0.6,41,-0.1
2022-12-28,HENDERSON,00H,SG,249.88352272727272,249.88371212121211,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,250.58068181818183,250.58087121212122,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,249.88371212121211,249.88390151515151,0.99999999999909051,0.30479999999972279,-0.6,40,0
2022-12-28,HENDERSON,00H,SG,249.79696969696971,249.7971590909091,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,249.8659090909091,249.86609848484849,0.99999999999909051,0.30479999999972279,-0.6,40,0
2022-12-28,HENDERSON,00H,SG,249.58617424242425,249.58636363636364,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.525,249.5251893939394,0.99999999999909051,0.30479999999972279,-0.6,41,-1.3
2022-12-28,HENDERSON,00H,SG,251.67272727272729,251.67291666666668,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.52556818181819,249.52575757575758,0.99999999999909051,0.30479999999972279,-0.6,41,-1.3
2022-12-28,HENDERSON,00H,SG,249.53465909090909,249.53484848484848,0.99999999999909051,0.30479999999972279,-0.6,42,-1
2022-12-28,HENDERSON,00H,SG,250.60056818181818,250.60075757575757,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.78238636363636,249.78257575757576,0.99999999999909051,0.30479999999972279,-0.6,41,-0.1
2022-12-28,HENDERSON,00H,SG,249.54166666666666,249.54185606060605,0.99999999999909051,0.30479999999972279,-0.6,41,-0.6
2022-12-28,HENDERSON,00H,SG,249.89431818181819,249.89450757575759,0.99999999999909051,0.30479999999972279,-0.6,40,-0.1
2022-12-28,HENDERSON,00H,SG,250.58087121212122,250.58106060606062,0.99999999999909051,0.30479999999972279,-0.6,41,-0.1
2022-12-28,HENDERSON,00H,SG,250.58181818181819,250.58200757575759,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.8840909090909,250.88428030303029,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,249.87310606060606,249.87329545454546,0.99999999999909051,0.30479999999972279,-0.6,40,0
2022-12-28,HENDERSON,00H,SG,250.63617424242423,250.63636363636363,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.75208333333333,249.75227272727273,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,251.59204545454546,251.59223484848485,0.99999999999909051,0.30479999999972279,-0.6,43,0
2022-12-28,HENDERSON,00H,SG,249.52878787878788,249.52897727272727,0.99999999999909051,0.30479999999972279,-0.6,41,-1.3
2022-12-28,HENDERSON,00H,SG,249.57253787878787,249.57272727272726,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.62784090909091,250.6280303030303,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.65814393939394,250.65833333333333,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,251.67973484848486,251.67992424242425,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.81458333333333,250.81477272727273,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,247.60435606060605,247.60454545454544,0.99999999999909051,0.30479999999972279,-0.6,38,0
2022-12-28,HENDERSON,00H,SG,249.52253787878789,249.52272727272728,0.99999999999909051,0.30479999999972279,-0.6,42,-1.4
2022-12-28,HENDERSON,00H,SG,249.77765151515152,249.77784090909091,0.99999999999909051,0.30479999999972279,-0.6,41,0.1
2022-12-28,HENDERSON,00H,SG,249.52310606060607,249.52329545454546,0.99999999999909051,0.30479999999972279,-0.6,42,-1.4
2022-12-28,HENDERSON,00H,SG,251.09337121212121,251.09356060606061,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.53503787878788,249.53522727272727,0.99999999999909051,0.30479999999972279,-0.6,42,-1
2022-12-28,HENDERSON,00H,SG,249.88352272727272,249.88371212121211,0.99999999999909051,0.30479999999972279,-0.6,40,0
2022-12-28,HENDERSON,00H,SG,250.64299242424244,250.64318181818183,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.8590909090909,250.85928030303029,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,249.53901515151514,249.53920454545454,0.99999999999909051,0.30479999999972279,-0.6,42,-0.8
2022-12-28,HENDERSON,00H,SG,249.55189393939395,249.55208333333334,0.99999999999909051,0.30479999999972279,-0.6,41,-0.3
2022-12-28,HENDERSON,00H,SG,249.86628787878789,249.86647727272728,0.99999999999909051,0.30479999999972279,-0.6,41,-0.1
2022-12-28,HENDERSON,00H,SG,250.64318181818183,250.64337121212122,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.52007575757577,249.52026515151516,0.99999999999909051,0.30479999999972279,-0.6,41,-1.6
2022-12-28,HENDERSON,00H,SG,249.86609848484849,249.86628787878789,0.99999999999909051,0.30479999999972279,-0.6,40,-0.1
2022-12-28,HENDERSON,00H,SG,249.53049242424242,249.53068181818182,0.99999999999909051,0.30479999999972279,-0.6,42,-1.2
2022-12-28,HENDERSON,00H,SG,249.82348484848484,249.82367424242423,0.99999999999909051,0.30479999999972279,-0.6,41,0.1
2022-12-28,HENDERSON,00H,SG,249.57746212121211,249.5776515151515,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.58806818181819,249.58825757575758,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,250.62443181818182,250.62462121212121,0.99999999999909051,0.30479999999972279,-0.6,42,0
2022-12-28,HENDERSON,00H,SG,249.78257575757576,249.78276515151515,0.99999999999909051,0.30479999999972279,-0.6,41,0
2022-12-28,HENDERSON,00H,SG,249.52026515151516,249.52045454545456,0.99999999999909051,0.30479999999972279,-0.6,41,-1.5
2022-12-28,HENDERSON,00H,SG,249.54602272727271,249.54621212121211,0.99999999999909051,0.30479999999972279,-0.6,42,-0.4
